time flux flux_err
58095.108739807525 31.52998108794229 4.300771942618781
58095.37623636429 21.5610443826534 1.8509888229961426
58095.61349978864 18.565542690300102 3.15824102143829
58095.87780338959 17.44845748709151 4.736283620918694
58096.11381785583 28.34642587904686 3.528931688075651
58096.36868109083 24.61692162474014 4.251308423418284
58096.624947114506 13.969373378709758 3.12434256676393
58096.84716029974 14.859918702897497 3.097503192816751
58097.14579742005 16.180592453553412 4.318249004835389
58097.37090881333 16.314283644846807 3.4474651007754975
58097.61667486093 15.215416773133644 3.364671980735584
58097.84331942234 13.874830527069605 5.489163669408812
58098.10734274438 19.459126948880627 4.5964074174453815
58098.37475757679 13.155403558286771 3.42675978852236
58098.61696331493 9.99590501000572 3.2368375587801808
58098.86634252798 10.339001234690654 3.891836316315185
58099.11013605991 13.328822239710485 3.2302955524373225
58099.35774387221 10.67197941794399 4.650329262642508
58099.62282665134 0.9283828739179865 4.778045928668371
58099.86815322629 -4.666964849430572 4.637248253096809
58100.108628287635 -13.723371893546194 5.346551845915366
58100.369235197286 -15.113053152265316 3.272700016360611
58100.62555279438 -2.9575779077146445 5.986187295568787
58100.871230099605 0.7258684335775846 6.525713606016091
58101.128298684045 -11.50173016010057 3.776754818527511
58101.37213803085 -5.59518749218594 4.386126169642142
58101.620801816505 -26.786021243473982 3.7145880135222447
58101.87203470028 -13.162865308294908 2.3172462980418262
58102.11115789257 -14.91701576615182 1.8225235866038558
58102.375121270976 -15.15509715358712 2.952020560400362
58102.640283049106 -19.050321155646756 2.7926729313521204
58102.887578000176 -14.975288601827879 3.470390648966949
58103.1123902555 -16.123275684844593 3.263584162763325
58103.36369007591 -11.527172109697794 2.975032672701586
58103.61298555977 -8.851630355773207 2.538223739994885
58103.868442444895 -14.789295612576302 3.681152737564897
58104.10338151117 -5.818003885774527 4.089561588191437
58104.34855324094 -7.225116239531984 3.1296993950627185
58104.605809094835 -7.309145468305966 5.332143917951596
58104.86959739553 -17.59884839666305 5.743386952941855
58105.106449589206 -8.048748589687117 6.167852854787315
58105.36002325708 -2.395738593372636 3.606295496754827
58105.60880502343 -1.6085865298917552 2.958530229521241
58105.86439977145 -0.8581611523615663 3.308118317141532
58106.10956862896 0.20493293483482353 3.7004226156553033
58106.35483055814 7.471721162042739 3.2469692497080005
58106.60365898186 -1.2658846551959484 3.5801699816599686
58106.87222666063 8.433647220159644 3.5882422209373277
58107.11733577533 7.466915091626046 3.9350051458610076
58107.357828449276 12.838136354655006 4.444330696034653
58107.59140031669 9.59936033994531 3.7127090297028067
58107.86321396808 4.583499572747798 3.2803881830478367
58108.11582503654 9.578159648938867 4.720173444038822
58108.36099701761 4.016544210254307 3.730425957482743
58108.60620937506 14.455688390150733 4.115076230110805
58108.855122447945 11.514512441796406 4.14825932581703
58109.118928952754 13.357635747173008 4.484392475176284
58109.36504442424 12.699529034383751 2.459975426445145
58109.609390231846 9.192043586988236 4.1703234617533615
58109.876766419504 2.189341779041138 3.058519806998557
58110.121919528465 8.669029962142728 4.070436983973138
58110.36728408138 2.924391577812613 2.925790439008787
58110.609402453665 6.563813861015955 2.5439187854724654
58110.85775157148 -0.5455511080010436 3.607964386585414
58111.12513493726 7.462375273968704 4.916589145444028
58111.36753880552 8.828111132994785 2.2919086868043594
58111.61557291684 -0.9759890430708847 3.9919619546085983
58111.86062842726 2.409668708318506 2.5009057595392123
58112.11688064933 -4.1731773203292315 2.5157705988493624
58112.37334719234 -2.763752989833935 2.6843697949052823
58112.618560534735 9.813997585213533 4.92541133546793
58112.859180730346 -1.2005249686945074 3.052018866938379
58113.11975572391 0.4076128065116506 2.386484266133583
58113.37654707306 -2.8951747882810337 2.805964370356957
58113.62173303531 1.4194974516784828 2.6685684440844955
58113.8668957973 2.3550066999227446 4.3368346687217585
58114.090835126786 4.42826840368031 5.2080119044640965
58114.40195054689 -0.5024425125335176 5.678624184296054
58114.62479504529 0.2408315523451484 6.695991823826217
58114.86997959694 3.3308981004395157 3.152881759831769
58115.115166575335 3.3258726440482165 3.9112302085089348
58115.37077793543 6.269485704844599 2.4205568237421584
58115.62802889773 -4.906760003139995 3.9590800498185392
58115.81174642894 -9.115788969162207 5.934774241168701
58116.134303064275 3.2182261749664534 3.4972874539539434
58116.36355431375 -6.660178586810024 4.142256913929729
58116.60871516224 4.508315874988385 5.342125149749767
58116.85397961008 1.9924675766199413 4.207282754528475
58117.099067917086 -1.156717911864147 2.4905436044640568
58117.356269894866 1.4523907886806193 4.47617216963342
58117.61179444314 1.9610558072303508 6.296490718038636
58117.85706626238 -0.27896332568937826 4.220507861156783
58118.10225763016 1.9070845383226744 5.32516573863243
58118.339872278135 7.7611322768175945 4.940870643145746
58118.62141775927 2.399324806872397 3.582847905911964
58118.86018170499 4.565188786897691 3.6283514391912743
58119.105369948236 -2.2619494650466616 4.440171253953478
58119.350514462094 9.297505998695863 3.4229109165051925
58119.607451183525 -9.882628193892167 4.239343874065598
58119.86318074947 1.553481693024161 2.7925095292806668
58120.108468735125 4.617197321045812 2.8385013361739753
58120.353723288936 -3.6048481772330456 3.6570813122037475
58120.61370651503 3.6739693102520374 5.289671749927241
58120.866372546516 8.929279118559258 3.31238390911462
58121.099975071826 2.232306579157728 1.9761569123414908
58121.35683024215 5.059393374938587 4.078566435976558
58121.613274640775 -0.8801151067794096 3.1430640149343
58121.8694614779 2.099998825171211 3.0396662427110206
58122.11462730201 7.291951176480923 5.76481827841793
58122.35671246659 1.2259936830301543 4.863076647979431
58122.61628598309 3.3637493209893763 3.6900727378020144
58122.87260301321 1.453418712380662 3.7699192454364057
58123.11774445047 0.40551208981144593 2.769984433666922
58123.36290941424 1.1351687369191912 3.0165540642790547
58123.60120231445 3.2492357557534475 4.811639469088719
58123.86436250225 1.873261108160545 4.356366150757417
58124.12091339945 -4.345779962491022 4.835573264657009
58124.37559883745 1.6219499309347793 2.686320282182993
58124.608383900486 -2.9309375282921195 4.021556088586734
58124.867315393596 0.5947716462096506 3.041411873116656
58125.12396758102 12.214910883141332 7.245048245842195
58125.36919950387 -4.813673779698696 4.414290037654136
58125.614371621195 0.410171747765674 4.3396348117249905
58125.870283191565 0.018240122124761084 3.794742914413906
58126.127092401104 2.2335322365925427 3.3248324794627426
58126.361641523676 -1.6602894148882483 4.02450096517872
58126.6109504683 -5.594933540878662 3.333934001890057
58126.87567427106 -4.439393024242913 4.305782606042709
58127.130148623415 -2.6667798969628502 4.054767408847407
58127.37532944776 2.5485753137922096 5.17090112123319
58127.62063557039 -15.010131220536127 6.560587739456716
58127.86574847473 -11.081618884694812 2.9635377275975032
58128.121338292076 -5.721076708013957 4.219078682344956
58128.378521992025 -13.37402039996328 4.697819976119382
58128.62359539766 -0.9086369825944599 5.644550109152554
58128.85872984005 -6.798490462719746 3.184000876340256
58129.124318025104 -6.919218948186293 3.5782492669088164
58129.36948726046 11.760257762282185 4.645540466219994
58129.61472626004 2.194134172404939 3.917611435485613
58129.85981062239 6.328242819740445 3.057429093126551
58130.098684797646 -6.081033349223208 3.4746275244984566
58130.370726536494 -1.1405655819041227 2.498602932650271
58130.61602867428 -8.71083376748274 2.703919047830308
58130.86115941162 -6.20601833101848 4.175426862691397
58131.11662552363 -11.402856762717525 3.4478591006811588
58131.37196840226 -6.474105988010633 1.9712091261381803
58131.61442782774 -1.917685450728091 2.640056661555594
58131.86242246211 0.10240094212057131 4.2895987171642975
58132.10106304498 -6.3478211896766386 3.685121499311811
58132.363060082 -7.500633674021736 2.0148525914231468
58132.618378970765 -0.8605068654351926 6.080569891222636
58132.87386962618 -7.66044686546836 4.338325502589391
58133.104134368856 -6.265927368239382 3.1884338851522327
58133.36430470716 -0.5202493599039675 2.6429251199004913
58133.6170039629 -7.006801036760313 4.765267613583909
58133.8620773254 2.545651624317981 1.901524543920014
58134.10198397899 1.2608323623756363 1.9015281757539917
58134.362172056244 -4.185830298914413 3.7650600018314533
58134.62089297198 -5.984419152360131 2.7844198617068616
58134.86525487054 -3.6057811452751736 3.005470644212295
58135.111347534745 -1.0955008277893181 2.9444270918885227
58135.36677337325 -8.278298276321317 3.677947584890832
58135.62312592295 -0.3379450281591454 7.848966509753781
58135.867391634296 -2.606877303752963 4.494024284284562
58136.112538704554 1.1312251593819274 3.2709760837343858
58136.35779427963 -7.550283949915716 2.5556385061884854
58136.614883692215 -4.156205246089767 7.466334900846651
58136.86864427207 -0.4806536691755963 2.7480969987916923
58137.11659518907 2.520691359753501 2.6340941786203014
58137.358983166814 -2.976925207427935 4.145435445237793
58137.61450682526 -5.246284923988149 2.8382800950422826
58137.86982397182 -1.9651300054410208 3.132321432577701
58138.11968754772 3.2313073668317807 3.4961174768393524
58138.36030513077 3.0774596260330562 3.868448410436136
58138.61568802988 3.887629689406531 3.7450230415558985
58138.87111699324 5.957557206424168 3.3231378251838914
58139.122786669126 -2.8221968352781373 2.713467106064767
58139.361532928495 1.288486157580245 2.949022134633283
58139.62626306276 -8.655192445552382 3.2001166438482564
58139.870365945055 -2.567126491405357 4.998535604333556
58140.13385297987 -8.928438985968826 4.576757184149866
58140.362748580104 1.781327663846996 2.549602608845406
58140.607957331864 -1.1341138296466424 2.1616247719488704
58140.87196819339 0.15009555669148067 3.417289773664988
58141.118769990084 6.474751781347352 3.6273180978743467
58141.37411453032 2.2712561608916784 6.096034849978965
58141.61945211237 3.659160157405089 4.773556792355548
58141.85437824506 8.003549657277414 4.274348177196615
58142.12001593462 15.653193463123943 3.17991467327056
58142.36527634006 0.09198577525457784 5.303308516488012
58142.60007414182 -2.5072156649210893 2.7447654742174525
58142.86588967295 1.956277726093287 5.614924205864963
58143.12134484028 10.227743066811543 2.25629833272267
58143.36661460498 15.378775544729887 4.552542106227737
58143.595366262634 0.778408375859722 4.406483374899463
58143.84854317426 -8.01319909569512 4.272623476896992
58144.101306175326 6.23648804603281 1.9080100770048056
58144.36119415188 11.335819102301507 5.50942691395085
58144.61301407326 64.8717001055839 8.703919882649366
58144.851669420845 184.9096595418553 14.402378910054459
58145.11344171082 326.9269852475304 13.106808668056493
58145.36897331789 505.56839617744447 18.379243502937225
58145.609681827445 722.6508382190513 22.460650240129635
58145.85475316717 864.646896062384 13.040572548850202
58146.11469923005 1064.763045185098 14.512592617515375
58146.35806120413 1215.6056415814237 14.898737118195292
58146.61261610497 1344.9216092746835 18.5866102940229
58146.86636266689 1484.3549543439171 15.118478498814698
58147.1160372327 1643.424439863157 10.7731819332456
58147.37050394525 1811.3126332785214 16.23062949672532
58147.616747331216 1990.9089949427873 15.793136763144151
58147.857798415476 2180.7081468689726 14.295445282462879
58148.107081313225 2363.1403901508556 20.239911462538302
58148.34217036197 2583.026373859433 21.355042115610683
58148.62406823742 2841.9681678396287 26.142261386072942
58148.86409927173 3078.2608447126827 25.99091453925491
58149.10836972023 3384.4001194004604 28.275012816235087
58149.365486881274 3685.040101783507 29.680117067821705
58149.61919383953 4008.680704185959 26.625612695358928
58149.86846694329 4363.961093168684 37.25372590967457
58150.10952926617 4728.283630261254 30.475774754039556
58150.36844959233 5164.604920394915 39.84923081297218
58150.620382089255 5587.859843703181 36.08513891562777
58150.87033152533 6049.663193639042 36.12849918978895
58151.11081110447 6480.9002051114985 38.589676321920834
58151.35879608838 6945.321604893891 41.73308399590098
58151.6553381218 7552.322764403388 58.89498035438338
58151.84488039498 7934.681505825873 45.97284434845073
58152.127401197846 8537.15240992771 43.732462287593236
58152.35721834826 9004.745705653946 41.03822392055407
58152.61947281103 9568.562578140118 49.358342886072165
58152.868118286104 10093.626864013784 38.2695218628061
58153.113273958166 10566.895108956 42.589965585466075
58153.36462216752 11128.908291465617 52.367096679919186
58153.613926198865 11639.776269459131 41.881183976533954
58153.87958823114 12232.005990531326 41.1269666484105
58154.11449558361 12698.201011053701 40.29487498024548
58154.37000878636 13255.048051016145 38.482845241754504
58154.61512834784 13720.937097795982 40.66256265984161
58154.86449480142 14167.099802559569 40.826012705136975
58155.11580679277 14658.405375479697 35.09231918748026
58155.304744506975 15044.282767478626 29.492295123843277
58155.616448911496 15615.713201899314 29.6134539661024
58155.86147677608 16023.755059982948 39.67840380334552
58156.10876169683 16421.25081149814 36.104288699590434
58156.38157262993 16861.16312689829 36.40429055502682
58156.58699832194 17149.43121012026 25.253913135908036
58156.90148730183 17653.76292389379 26.521938251517028
58157.10823887305 17935.620068825297 52.158492911518394
58157.35704685144 18280.003107951463 29.181375830199386
58157.60215923667 18603.59715827466 27.003290372928465
58157.86407244261 18932.56800006703 25.800467606616532
58158.11948998058 19202.14817707701 22.377107824935695
58158.3601510629 19443.44115783018 27.39865791069511
58158.622508117 19759.432118130808 23.159315459296593
58158.85857379206 19942.11427875485 17.52828199829999
58159.118024053976 20144.298191432837 22.82435402848089
58159.36589668795 20374.18932501143 14.198580290678018
58159.608524617484 20545.864021455513 15.455412501881108
58159.864897277715 20704.023023526363 14.936720297874658
58160.12205937717 20875.187840247705 11.621722166518166
58160.3672747589 20986.273458691943 9.77543164467429
58160.61139740263 21098.80808576429 13.39068488380632
58160.85864849674 21200.614391604344 8.196555510268178
58161.11305635795 21273.67149929555 5.697051813242382
58161.369563322834 21345.83731572617 12.052175553972543
58161.61034323726 21427.99065690215 8.00345721662715
58161.85885874876 21495.40385209056 5.746026202145296
58162.11433383273 21530.651209475796 3.2119808235892675
58162.36968519127 21538.576254311956 4.1649320897129956
58162.60844445917 21542.937393018172 4.957825668564654
58162.86011967105 21527.35573571362 2.9564362587162223
58163.11555569623 21515.275358349718 4.073633665063768
58163.37094733478 21481.369002655258 5.030492257581659
58163.62095722182 21442.8143740134 5.234435814346656
58163.861350557076 21401.230883940327 4.158556209513725
58164.11681986069 21335.935229919934 6.064128622250661
58164.369460204434 21269.28867914254 5.873025204171938
58164.61735672672 21198.512008971727 6.938821200853098
58164.862705170315 21121.688342531834 8.495375737908443
58165.107759018014 21020.1711789814 7.933340379461107
58165.36326417234 20901.18690593678 12.05383300875728
58165.62889263827 20797.248255697457 12.666658203910044
58165.863863678016 20688.636111573553 10.710651766854943
58166.109127774376 20548.660090045752 12.962269315690811
58166.3626071298 20406.00352447598 13.885884086618926
58166.63010103855 20284.244342627924 12.471075771141612
58166.86513381837 20136.9307754523 14.355056721558595
58167.11037597571 19967.899529724906 13.56206730823266
58167.37592549973 19814.396373507356 14.274286702879342
58167.621166480385 19665.40312563882 15.25845159390046
