KJD   KJD-T_EXP   KJD-T_MAX   LC_val-BCK    LC_err
 1042.99285     -29.98005     -52.92115     -0.17718      0.13223
 1043.01329     -29.95961     -52.90071     -0.13916      0.12159
 1043.03372     -29.93918     -52.88028     -0.01626      0.11868
 1043.05415     -29.91875     -52.85985     -0.01689      0.11788
 1043.07458     -29.89832     -52.83942     -0.12249      0.11568
 1043.09502     -29.87788     -52.81898      0.25390      0.13004
 1043.11545     -29.85745     -52.79855     -0.11627      0.11687
 1043.13588     -29.83702     -52.77812      0.04581      0.11680
 1043.15632     -29.81658     -52.75768      0.16050      0.12268
 1043.17675     -29.79615     -52.73725     -0.40000      0.12378
 1043.19718     -29.77572     -52.71682     -0.28962      0.11922
 1043.21761     -29.75529     -52.69639     -0.15434      0.13141
 1043.23805     -29.73485     -52.67595      0.00475      0.11863
 1043.25848     -29.71442     -52.65552      0.09057      0.11915
 1043.27891     -29.69399     -52.63509      0.06959      0.12132
 1043.29934     -29.67356     -52.61466      0.03046      0.12654
 1043.31978     -29.65312     -52.59422     -0.00026      0.11863
 1043.34021     -29.63269     -52.57379      0.23308      0.11913
 1043.36064     -29.61226     -52.55336      0.07242      0.11940
 1043.38108     -29.59182     -52.53292      0.03742      0.11628
 1043.40151     -29.57139     -52.51249      0.00688      0.11719
 1043.42194     -29.55096     -52.49206      0.03544      0.12089
 1043.44237     -29.53053     -52.47163     -0.17441      0.12200
 1043.46281     -29.51009     -52.45119     -0.03896      0.11656
 1043.48324     -29.48966     -52.43076     -0.00510      0.11986
 1043.50367     -29.46923     -52.41033      0.27279      0.12509
 1043.52410     -29.44880     -52.38990     -0.08366      0.12373
 1043.54454     -29.42836     -52.36946      0.08348      0.11834
 1043.56497     -29.40793     -52.34903      0.26537      0.11787
 1043.58540     -29.38750     -52.32860      0.34870      0.14257
 1043.60584     -29.36706     -52.30816      0.00047      0.12059
 1043.62627     -29.34663     -52.28773      0.00142      0.12602
 1043.64670     -29.32620     -52.26730      0.01891      0.11762
 1043.66713     -29.30577     -52.24687      0.06973      0.11584
 1043.68757     -29.28533     -52.22643      0.06145      0.12912
 1043.70800     -29.26490     -52.20600     -0.01308      0.12142
 1043.72843     -29.24447     -52.18557      0.01700      0.11580
 1043.74886     -29.22404     -52.16514     -0.04060      0.11644
 1043.76930     -29.20360     -52.14470     -0.00241      0.12079
 1043.78973     -29.18317     -52.12427      0.02021      0.11986
 1043.81016     -29.16274     -52.10384     -0.21825      0.12381
 1043.83060     -29.14230     -52.08340     -0.13078      0.11688
 1043.85103     -29.12187     -52.06297      0.00670      0.11751
 1043.87146     -29.10144     -52.04254     -0.17354      0.11853
 1043.89189     -29.08101     -52.02211      0.07128      0.11642
 1043.91233     -29.06057     -52.00167     -0.07450      0.11752
 1043.93276     -29.04014     -51.98124      0.04111      0.11760
 1043.95319     -29.01971     -51.96081      0.15452      0.12010
 1043.97362     -28.99928     -51.94038      0.07561      0.11801
 1043.99406     -28.97884     -51.91994      0.07335      0.12675
 1044.01449     -28.95841     -51.89951      0.12342      0.11801
 1044.03492     -28.93798     -51.87908     -0.07293      0.11701
 1044.05536     -28.91754     -51.85864      0.03783      0.11584
 1044.07579     -28.89711     -51.83821     -0.01639      0.11794
 1044.09622     -28.87668     -51.81778      0.01418      0.12969
 1044.11665     -28.85625     -51.79735     -0.00860      0.11630
 1044.13709     -28.83581     -51.77691     -0.09163      0.11719
 1044.15752     -28.81538     -51.75648      0.01780      0.11622
 1044.17795     -28.79495     -51.73605     -0.24252      0.12107
 1044.19838     -28.77452     -51.71562     -0.23372      0.11639
 1044.21882     -28.75408     -51.69518     -0.24726      0.13924
 1044.25968     -28.71322     -51.65432     -0.10158      0.12425
 1044.28011     -28.69279     -51.63389     -0.04985      0.11675
 1044.30055     -28.67235     -51.61345      0.06991      0.13487
 1044.32098     -28.65192     -51.59302      0.05511      0.12524
 1044.34141     -28.63149     -51.57259     -0.20276      0.11653
 1044.36185     -28.61105     -51.55215     -0.14029      0.11631
 1044.38228     -28.59062     -51.53172     -0.07096      0.12644
 1044.40271     -28.57019     -51.51129     -0.02996      0.12164
 1044.42314     -28.54976     -51.49086     -0.03713      0.11927
 1044.44358     -28.52932     -51.47042      0.01904      0.11629
 1044.46401     -28.50889     -51.44999     -0.16873      0.12641
 1044.48444     -28.48846     -51.42956     -0.00344      0.11903
 1044.50487     -28.46803     -51.40913     -0.07885      0.12546
 1044.52531     -28.44759     -51.38869      0.16916      0.11875
 1044.54574     -28.42716     -51.36826      0.10662      0.11768
 1044.56617     -28.40673     -51.34783     -0.06584      0.11641
 1044.58661     -28.38629     -51.32739      0.02293      0.12853
 1044.60704     -28.36586     -51.30696     -0.06366      0.12085
 1044.62747     -28.34543     -51.28653     -0.23919      0.11988
 1044.64790     -28.32500     -51.26610     -0.09981      0.11704
 1044.66834     -28.30456     -51.24566     -0.16093      0.11817
 1044.68877     -28.28413     -51.22523      0.13618      0.11785
 1044.70920     -28.26370     -51.20480     -0.20376      0.11625
 1044.72963     -28.24327     -51.18437     -0.27173      0.12133
 1044.75007     -28.22283     -51.16393      0.00259      0.11662
 1044.77050     -28.20240     -51.14350     -0.22793      0.12182
 1044.79093     -28.18197     -51.12307     -0.00078      0.11658
 1044.81137     -28.16153     -51.10263      0.05242      0.11687
 1044.83180     -28.14110     -51.08220     -0.08353      0.12161
 1044.85223     -28.12067     -51.06177     -0.14496      0.12141
 1044.87266     -28.10024     -51.04134     -0.19478      0.11573
 1044.89310     -28.07980     -51.02090      0.06245      0.11690
 1044.91353     -28.05937     -51.00047     -0.17314      0.11930
 1044.93396     -28.03894     -50.98004     -0.18075      0.11892
 1044.95439     -28.01851     -50.95961     -0.10505      0.11824
 1044.97483     -27.99807     -50.93917     -0.24414      0.11717
 1044.99526     -27.97764     -50.91874     -0.14787      0.11678
 1045.01569     -27.95721     -50.89831      0.01379      0.11591
 1045.03613     -27.93677     -50.87787     -0.03435      0.11991
 1045.05656     -27.91634     -50.85744      0.02599      0.11923
 1045.07699     -27.89591     -50.83701     -0.00630      0.11556
 1045.09742     -27.87548     -50.81658     -0.10829      0.11782
 1045.11786     -27.85504     -50.79614     -0.25712      0.12563
 1045.13829     -27.83461     -50.77571     -0.07723      0.12891
 1045.15872     -27.81418     -50.75528      0.06634      0.11715
 1045.17915     -27.79375     -50.73485     -0.09977      0.11708
 1045.19959     -27.77331     -50.71441     -0.05989      0.11567
 1045.22002     -27.75288     -50.69398      0.09834      0.11760
 1045.24045     -27.73245     -50.67355      0.04944      0.11802
 1045.26089     -27.71201     -50.65311     -0.07831      0.12816
 1045.28132     -27.69158     -50.63268      0.08305      0.12998
 1045.30175     -27.67115     -50.61225      0.11389      0.12041
 1045.32218     -27.65072     -50.59182     -0.13620      0.11754
 1045.34262     -27.63028     -50.57138     -0.12018      0.11683
 1045.36305     -27.60985     -50.55095      0.09793      0.12583
 1045.38348     -27.58942     -50.53052      0.21564      0.11959
 1045.40391     -27.56899     -50.51009     -0.22338      0.11819
 1045.42435     -27.54855     -50.48965     -0.20229      0.11952
 1045.44478     -27.52812     -50.46922     -0.13119      0.12242
 1045.46521     -27.50769     -50.44879     -0.15363      0.12160
 1045.48564     -27.48726     -50.42836      0.02534      0.11575
 1045.50608     -27.46682     -50.40792      0.02551      0.11660
 1045.52651     -27.44639     -50.38749      0.07320      0.11654
 1045.54694     -27.42596     -50.36706      0.12586      0.12202
 1045.56738     -27.40552     -50.34662      0.13940      0.12154
 1045.58781     -27.38509     -50.32619      0.00996      0.11894
 1045.60824     -27.36466     -50.30576     -0.19613      0.12765
 1045.62867     -27.34423     -50.28533     -0.09945      0.13974
 1045.64911     -27.32379     -50.26489      0.19086      0.11951
 1045.66954     -27.30336     -50.24446     -0.21346      0.11575
 1045.68997     -27.28293     -50.22403     -0.10495      0.11612
 1045.71040     -27.26250     -50.20360      0.04526      0.11563
 1045.73084     -27.24206     -50.18316      0.28711      0.12775
 1045.75127     -27.22163     -50.16273     -0.04172      0.11662
 1045.77170     -27.20120     -50.14230     -0.00813      0.12591
 1045.79214     -27.18076     -50.12186     -0.21539      0.11598
 1045.81257     -27.16033     -50.10143      0.07459      0.11820
 1045.83300     -27.13990     -50.08100     -0.47183      0.13523
 1045.85343     -27.11947     -50.06057      0.05363      0.11796
 1045.87387     -27.09903     -50.04013     -0.20436      0.12130
 1045.89430     -27.07860     -50.01970     -0.33815      0.12899
 1045.91473     -27.05817     -49.99927     -0.14651      0.11556
 1045.93516     -27.03774     -49.97884     -0.06510      0.12014
 1045.95560     -27.01730     -49.95840     -0.07230      0.11564
 1045.97603     -26.99687     -49.93797     -0.19643      0.12005
 1045.99646     -26.97644     -49.91754     -0.05813      0.11968
 1046.01690     -26.95600     -49.89710     -0.24853      0.12351
 1046.03733     -26.93557     -49.87667      0.14247      0.13991
 1046.05776     -26.91514     -49.85624     -0.11844      0.11844
 1046.07819     -26.89471     -49.83581     -0.21265      0.11799
 1046.09863     -26.87427     -49.81537     -0.15350      0.12769
 1046.11906     -26.85384     -49.79494      0.27202      0.12298
 1046.13949     -26.83341     -49.77451      0.06193      0.14464
 1046.15992     -26.81298     -49.75408     -0.37180      0.11750
 1046.18036     -26.79254     -49.73364      0.10929      0.11657
 1046.20079     -26.77211     -49.71321      0.08635      0.11584
 1046.22122     -26.75168     -49.69278      0.00134      0.11614
 1046.24166     -26.73124     -49.67234      0.04703      0.12824
 1046.26209     -26.71081     -49.65191      0.07149      0.11914
 1046.28252     -26.69038     -49.63148      0.12734      0.11833
 1046.30295     -26.66995     -49.61105      0.03300      0.11595
 1046.32339     -26.64951     -49.59061      0.01770      0.11573
 1046.34382     -26.62908     -49.57018      0.07629      0.11763
 1046.36425     -26.60865     -49.54975      0.00984      0.11570
 1046.38468     -26.58822     -49.52932     -0.04305      0.12964
 1046.40512     -26.56778     -49.50888      0.03589      0.12824
 1046.42555     -26.54735     -49.48845      0.34382      0.16453
 1046.44598     -26.52692     -49.46802      0.23918      0.11714
 1046.46642     -26.50648     -49.44758      0.16129      0.11611
 1046.48685     -26.48605     -49.42715      0.06266      0.12797
 1046.50728     -26.46562     -49.40672      0.04398      0.12453
 1046.52771     -26.44519     -49.38629      0.17195      0.11732
 1046.54815     -26.42475     -49.36585      0.38700      0.16080
 1046.56858     -26.40432     -49.34542      0.06203      0.11960
 1046.58901     -26.38389     -49.32499     -0.14396      0.12300
 1046.60944     -26.36346     -49.30456      0.01608      0.11888
 1046.62988     -26.34302     -49.28412     -0.06112      0.11954
 1046.65031     -26.32259     -49.26369      0.01991      0.11678
 1046.67074     -26.30216     -49.24326     -0.15240      0.11642
 1046.69117     -26.28173     -49.22283     -0.00192      0.11956
 1046.71161     -26.26129     -49.20239     -0.00541      0.12137
 1046.73204     -26.24086     -49.18196     -0.16889      0.11671
 1046.75247     -26.22043     -49.16153      0.01653      0.12130
 1046.77291     -26.19999     -49.14109      0.09892      0.11582
 1046.79334     -26.17956     -49.12066      0.09209      0.11695
 1046.81377     -26.15913     -49.10023      0.04022      0.12084
 1046.83420     -26.13870     -49.07980      0.15218      0.12483
 1046.85464     -26.11826     -49.05936      0.00564      0.11942
 1046.87507     -26.09783     -49.03893     -0.00344      0.12027
 1046.89550     -26.07740     -49.01850     -0.05854      0.11955
 1046.91593     -26.05697     -48.99807      0.04281      0.13146
 1046.93637     -26.03653     -48.97763      0.05638      0.11636
 1046.95680     -26.01610     -48.95720      0.09638      0.11640
 1046.97723     -25.99567     -48.93677      0.03635      0.12408
 1046.99767     -25.97523     -48.91633      0.06044      0.11639
 1047.01810     -25.95480     -48.89590      0.04020      0.12350
 1047.03853     -25.93437     -48.87547      0.06174      0.11933
 1047.05896     -25.91394     -48.85504     -0.11258      0.11713
 1047.07940     -25.89350     -48.83460     -0.03617      0.12019
 1047.09983     -25.87307     -48.81417     -0.13512      0.11743
 1047.12026     -25.85264     -48.79374      0.00078      0.12276
 1047.14069     -25.83221     -48.77331      0.12460      0.11670
 1047.16113     -25.81177     -48.75287      0.13211      0.12936
 1047.18156     -25.79134     -48.73244     -0.01205      0.11730
 1047.20199     -25.77091     -48.71201     -0.11698      0.12053
 1047.24286     -25.73004     -48.67114     -0.21343      0.12471
 1047.26329     -25.70961     -48.65071     -0.01540      0.11809
 1047.28372     -25.68918     -48.63028      0.11051      0.11802
 1047.30416     -25.66874     -48.60984      0.13789      0.12519
 1047.32459     -25.64831     -48.58941     -0.31420      0.12363
 1047.34502     -25.62788     -48.56898     -0.02861      0.11559
 1047.36545     -25.60745     -48.54855      0.12977      0.11626
 1047.38589     -25.58701     -48.52811      0.00248      0.11629
 1047.40632     -25.56658     -48.50768     -0.08438      0.11952
 1047.42675     -25.54615     -48.48725     -0.07016      0.12362
 1047.44719     -25.52571     -48.46681      0.08510      0.11779
 1047.46762     -25.50528     -48.44638     -0.01721      0.12892
 1047.48805     -25.48485     -48.42595      0.18871      0.11584
 1047.50848     -25.46442     -48.40552     -0.15080      0.11779
 1047.52892     -25.44398     -48.38508     -0.09562      0.12951
 1047.54935     -25.42355     -48.36465     -0.18068      0.11713
 1047.56978     -25.40312     -48.34422      0.16546      0.11798
 1047.59021     -25.38269     -48.32379     -0.03866      0.12131
 1047.61065     -25.36225     -48.30335      0.31811      0.12437
 1047.63108     -25.34182     -48.28292     -0.07635      0.12182
 1047.65151     -25.32139     -48.26249      0.02996      0.12043
 1047.67194     -25.30096     -48.24206      0.04364      0.12309
 1047.69238     -25.28052     -48.22162     -0.16019      0.11601
 1047.71281     -25.26009     -48.20119      0.05822      0.11671
 1047.73324     -25.23966     -48.18076     -0.00380      0.11830
 1047.75368     -25.21922     -48.16032      0.03564      0.11639
 1047.77411     -25.19879     -48.13989     -0.17309      0.12255
 1047.79454     -25.17836     -48.11946     -0.01920      0.12180
 1047.81497     -25.15793     -48.09903     -0.04762      0.11685
 1047.83541     -25.13749     -48.07859      0.00989      0.11641
 1047.85584     -25.11706     -48.05816     -0.20515      0.12174
 1047.87627     -25.09663     -48.03773     -0.32581      0.12226
 1047.89670     -25.07620     -48.01730     -0.09842      0.12151
 1047.91714     -25.05576     -47.99686     -0.22278      0.11935
 1047.93757     -25.03533     -47.97643      0.06379      0.11655
 1047.95800     -25.01490     -47.95600     -0.10564      0.11651
 1047.97844     -24.99446     -47.93556     -0.13943      0.11624
 1047.99887     -24.97403     -47.91513      0.04991      0.12158
 1048.01930     -24.95360     -47.89470     -0.00118      0.12252
 1048.03973     -24.93317     -47.87427      0.06988      0.12174
 1048.06017     -24.91273     -47.85383     -0.21968      0.12282
 1048.08060     -24.89230     -47.83340      0.03878      0.11692
 1048.10103     -24.87187     -47.81297      0.04209      0.11735
 1048.12146     -24.85144     -47.79254      0.01001      0.11810
 1048.14190     -24.83100     -47.77210      0.10394      0.13684
 1048.16233     -24.81057     -47.75167     -0.12606      0.11585
 1048.18276     -24.79014     -47.73124     -0.21274      0.12041
 1048.20320     -24.76970     -47.71080      0.10350      0.11717
 1048.22363     -24.74927     -47.69037     -0.05206      0.11565
 1048.24406     -24.72884     -47.66994     -0.10581      0.11598
 1048.26449     -24.70841     -47.64951     -0.11744      0.11580
 1048.28493     -24.68797     -47.62907      0.00900      0.11858
 1048.30536     -24.66754     -47.60864      0.03392      0.11599
 1048.32579     -24.64711     -47.58821     -0.06896      0.11715
 1048.34622     -24.62668     -47.56778     -0.14446      0.12046
 1048.36666     -24.60624     -47.54734     -0.19078      0.11721
 1048.38709     -24.58581     -47.52691     -0.01976      0.11777
 1048.40752     -24.56538     -47.50648      0.10863      0.11797
 1048.42796     -24.54494     -47.48604      0.07648      0.11733
 1048.44839     -24.52451     -47.46561      0.08463      0.11674
 1048.46882     -24.50408     -47.44518      0.08159      0.12160
 1048.48925     -24.48365     -47.42475     -0.00364      0.13440
 1048.50969     -24.46321     -47.40431     -0.16753      0.11798
 1048.53012     -24.44278     -47.38388     -0.01342      0.11955
 1048.55055     -24.42235     -47.36345      0.10390      0.11786
 1048.57098     -24.40192     -47.34302     -0.10744      0.13160
 1048.59142     -24.38148     -47.32258      0.00466      0.11673
 1048.61185     -24.36105     -47.30215      0.05860      0.11938
 1048.63228     -24.34062     -47.28172      0.08072      0.12435
 1048.65271     -24.32019     -47.26129      0.03555      0.11767
 1048.67315     -24.29975     -47.24085     -0.09488      0.11595
 1048.69358     -24.27932     -47.22042      0.13368      0.11742
 1048.71401     -24.25889     -47.19999      0.15903      0.11772
 1048.73445     -24.23845     -47.17955      0.08040      0.11879
 1048.75488     -24.21802     -47.15912      0.05227      0.11611
 1048.77531     -24.19759     -47.13869     -0.06661      0.12185
 1048.79574     -24.17716     -47.11826      0.13921      0.12371
 1048.81618     -24.15672     -47.09782      0.07837      0.11607
 1048.83661     -24.13629     -47.07739      0.13528      0.11786
 1048.85704     -24.11586     -47.05696     -0.01780      0.11618
 1048.87747     -24.09543     -47.03653      0.02893      0.11709
 1048.89791     -24.07499     -47.01609     -0.02602      0.11738
 1048.91834     -24.05456     -46.99566      0.21488      0.12973
 1048.93877     -24.03413     -46.97523      0.06994      0.11590
 1048.95921     -24.01369     -46.95479     -0.00739      0.11708
 1048.97964     -23.99326     -46.93436     -0.01444      0.11728
 1049.00007     -23.97283     -46.91393      0.30423      0.11719
 1049.02050     -23.95240     -46.89350     -0.05898      0.11749
 1049.04094     -23.93196     -46.87306     -0.06591      0.11897
 1049.06137     -23.91153     -46.85263     -0.04923      0.11937
 1049.08180     -23.89110     -46.83220     -0.10134      0.12263
 1049.10223     -23.87067     -46.81177      0.02654      0.11614
 1049.12267     -23.85023     -46.79133     -0.07889      0.11753
 1049.14310     -23.82980     -46.77090     -0.15259      0.11592
 1049.16353     -23.80937     -46.75047     -0.02803      0.11830
 1049.18397     -23.78893     -46.73003      0.24411      0.12179
 1049.20440     -23.76850     -46.70960      0.01155      0.11847
 1049.22483     -23.74807     -46.68917     -0.10981      0.11609
 1049.24526     -23.72764     -46.66874      0.19004      0.11868
 1049.26570     -23.70720     -46.64830      0.14491      0.12005
 1049.28613     -23.68677     -46.62787     -0.28227      0.11685
 1049.30656     -23.66634     -46.60744      0.07050      0.11877
 1049.32699     -23.64591     -46.58701     -0.07722      0.12008
 1049.34743     -23.62547     -46.56657      0.01710      0.11751
 1049.36786     -23.60504     -46.54614     -0.10692      0.11681
 1049.38829     -23.58461     -46.52571     -0.03028      0.13004
 1049.40873     -23.56417     -46.50527      0.05018      0.11791
 1049.42916     -23.54374     -46.48484     -0.02029      0.11774
 1049.44959     -23.52331     -46.46441     -0.14697      0.12034
 1049.47002     -23.50288     -46.44398     -0.03942      0.12349
 1049.49046     -23.48244     -46.42354     -0.08213      0.11818
 1049.51089     -23.46201     -46.40311     -0.16459      0.11569
 1049.53132     -23.44158     -46.38268     -0.03475      0.12898
 1049.55175     -23.42115     -46.36225      0.04336      0.12167
 1049.57219     -23.40071     -46.34181      0.06867      0.13865
 1049.59262     -23.38028     -46.32138     -0.00812      0.11801
 1049.61305     -23.35985     -46.30095     -0.16031      0.11626
 1049.63348     -23.33942     -46.28052     -0.12657      0.13300
 1049.65392     -23.31898     -46.26008      0.17986      0.12578
 1049.67435     -23.29855     -46.23965     -0.03470      0.12176
 1049.69478     -23.27812     -46.21922     -0.16690      0.11667
 1049.71522     -23.25768     -46.19878      0.09448      0.12223
 1049.73565     -23.23725     -46.17835     -0.32470      0.12454
 1049.75608     -23.21682     -46.15792     -0.07892      0.11952
 1049.77651     -23.19639     -46.13749     -0.09349      0.12122
 1049.79695     -23.17595     -46.11705      0.00862      0.11674
 1049.81738     -23.15552     -46.09662     -0.06897      0.11886
 1049.83781     -23.13509     -46.07619      0.08217      0.11868
 1049.85824     -23.11466     -46.05576     -0.01879      0.11587
 1049.87868     -23.09422     -46.03532     -0.19394      0.14638
 1049.89911     -23.07379     -46.01489     -0.04195      0.12093
 1049.91954     -23.05336     -45.99446     -0.13972      0.11663
 1049.93998     -23.03292     -45.97402     -0.01130      0.11801
 1049.96041     -23.01249     -45.95359     -0.06951      0.11604
 1049.98084     -22.99206     -45.93316     -0.05882      0.12307
 1050.00127     -22.97163     -45.91273      0.07399      0.11653
 1050.02171     -22.95119     -45.89229     -0.02652      0.11583
 1050.04214     -22.93076     -45.87186     -0.23389      0.11914
 1050.06257     -22.91033     -45.85143      0.01374      0.11728
 1050.08300     -22.88990     -45.83100      0.02081      0.11995
 1050.10344     -22.86946     -45.81056     -0.02567      0.12014
 1050.12387     -22.84903     -45.79013     -0.23905      0.13365
 1050.14430     -22.82860     -45.76970      0.13903      0.11857
 1050.16474     -22.80816     -45.74926     -0.12637      0.12448
 1050.18517     -22.78773     -45.72883     -0.01421      0.11802
 1050.22603     -22.74687     -45.68797     -0.13050      0.11589
 1050.24647     -22.72643     -45.66753     -0.12449      0.12558
 1050.26690     -22.70600     -45.64710     -0.16165      0.11695
 1050.28733     -22.68557     -45.62667     -0.01116      0.12435
 1050.30776     -22.66514     -45.60624     -0.09354      0.12726
 1050.32820     -22.64470     -45.58580     -0.12602      0.12157
 1050.34863     -22.62427     -45.56537      0.05201      0.11829
 1050.36906     -22.60384     -45.54494     -0.06857      0.12862
 1050.38950     -22.58340     -45.52450      0.14812      0.11930
 1050.40993     -22.56297     -45.50407     -0.09995      0.11728
 1050.43036     -22.54254     -45.48364      0.08262      0.12176
 1050.45079     -22.52211     -45.46321      0.18550      0.11646
 1050.47123     -22.50167     -45.44277     -0.07084      0.11603
 1050.49166     -22.48124     -45.42234     -0.17866      0.11818
 1050.51209     -22.46081     -45.40191     -0.16114      0.12201
 1050.53252     -22.44038     -45.38148     -0.10178      0.11570
 1050.55296     -22.41994     -45.36104     -0.12861      0.12383
 1050.57339     -22.39951     -45.34061     -0.10154      0.11962
 1050.59382     -22.37908     -45.32018     -0.09128      0.11620
 1050.61425     -22.35865     -45.29975     -0.18023      0.11630
 1050.63469     -22.33821     -45.27931     -0.17967      0.11887
 1050.65512     -22.31778     -45.25888     -0.09138      0.11596
 1050.67555     -22.29735     -45.23845     -0.15488      0.11632
 1050.69599     -22.27691     -45.21801      0.00613      0.12790
 1050.71642     -22.25648     -45.19758     -0.24532      0.13339
 1050.73685     -22.23605     -45.17715     -0.19105      0.12363
 1050.75728     -22.21562     -45.15672     -0.20782      0.11865
 1050.77772     -22.19518     -45.13628     -0.14249      0.11752
 1050.79815     -22.17475     -45.11585      0.05078      0.11765
 1050.81858     -22.15432     -45.09542     -0.33690      0.11955
 1050.83901     -22.13389     -45.07499     -0.12434      0.12521
 1050.85945     -22.11345     -45.05455     -0.17300      0.11785
 1050.87988     -22.09302     -45.03412     -0.02916      0.12106
 1050.90031     -22.07259     -45.01369      0.06874      0.11814
 1050.92075     -22.05215     -44.99325     -0.14375      0.12239
 1050.94118     -22.03172     -44.97282     -0.05151      0.12299
 1050.96161     -22.01129     -44.95239     -0.11085      0.12117
 1050.98204     -21.99086     -44.93196     -0.14181      0.11708
 1051.00248     -21.97042     -44.91152      0.03156      0.11712
 1051.02291     -21.94999     -44.89109      0.09095      0.11651
 1051.04334     -21.92956     -44.87066      0.06775      0.12399
 1051.06377     -21.90913     -44.85023      0.09427      0.11575
 1051.08421     -21.88869     -44.82979     -0.17770      0.11715
 1051.10464     -21.86826     -44.80936     -0.16173      0.11562
 1051.12507     -21.84783     -44.78893     -0.03978      0.12097
 1051.14551     -21.82739     -44.76849     -0.04286      0.12256
 1051.16594     -21.80696     -44.74806     -0.14236      0.11911
 1051.18637     -21.78653     -44.72763     -0.14121      0.12172
 1051.20680     -21.76610     -44.70720     -0.14047      0.11630
 1051.22724     -21.74566     -44.68676     -0.00554      0.11766
 1051.24767     -21.72523     -44.66633     -0.10150      0.11860
 1051.26810     -21.70480     -44.64590      0.01748      0.11559
 1051.28853     -21.68437     -44.62547     -0.03802      0.11669
 1051.30897     -21.66393     -44.60503     -0.11874      0.11701
 1051.32940     -21.64350     -44.58460     -0.06514      0.11700
 1051.34983     -21.62307     -44.56417     -0.01339      0.11803
 1051.37027     -21.60263     -44.54373     -0.03144      0.12082
 1051.39070     -21.58220     -44.52330     -0.00642      0.12314
 1051.41113     -21.56177     -44.50287      0.05158      0.11944
 1051.43156     -21.54134     -44.48244     -0.22840      0.11924
 1051.45200     -21.52090     -44.46200     -0.08219      0.12804
 1051.47243     -21.50047     -44.44157     -0.11335      0.12396
 1051.49286     -21.48004     -44.42114     -0.03603      0.11788
 1051.51329     -21.45961     -44.40071     -0.09210      0.13332
 1051.53373     -21.43917     -44.38027     -0.04980      0.11610
 1051.55416     -21.41874     -44.35984     -0.22788      0.12392
 1051.57459     -21.39831     -44.33941     -0.05769      0.11780
 1051.59502     -21.37788     -44.31898     -0.29758      0.12363
 1051.61546     -21.35744     -44.29854     -0.13601      0.11754
 1051.63589     -21.33701     -44.27811      0.01285      0.12279
 1051.65632     -21.31658     -44.25768     -0.01278      0.11569
 1051.67676     -21.29614     -44.23724      0.07202      0.11927
 1051.69719     -21.27571     -44.21681     -0.08459      0.11633
 1051.71762     -21.25528     -44.19638      0.03097      0.12224
 1051.73805     -21.23485     -44.17595     -0.19503      0.12442
 1051.75849     -21.21441     -44.15551     -0.11408      0.13511
 1051.77892     -21.19398     -44.13508     -0.14255      0.12000
 1051.79935     -21.17355     -44.11465      0.01510      0.11557
 1051.81978     -21.15312     -44.09422      0.10132      0.12337
 1051.84022     -21.13268     -44.07378      0.02071      0.11634
 1051.86065     -21.11225     -44.05335     -0.07952      0.12074
 1051.88108     -21.09182     -44.03292      0.05440      0.11601
 1051.90152     -21.07138     -44.01248     -0.14994      0.12766
 1051.92195     -21.05095     -43.99205     -0.03921      0.11976
 1051.94238     -21.03052     -43.97162      0.07539      0.11865
 1051.96281     -21.01009     -43.95119      0.15902      0.13260
 1051.98325     -20.98965     -43.93075      0.12452      0.11775
 1052.00368     -20.96922     -43.91032     -0.03999      0.11889
 1052.02411     -20.94879     -43.88989     -0.00630      0.11799
 1052.04454     -20.92836     -43.86946      0.28105      0.12039
 1052.06498     -20.90792     -43.84902      0.07787      0.11683
 1052.08541     -20.88749     -43.82859     -0.02962      0.11605
 1052.10584     -20.86706     -43.80816      0.02301      0.12320
 1052.12628     -20.84662     -43.78772      0.08647      0.11696
 1052.14671     -20.82619     -43.76729      0.14458      0.12150
 1052.16714     -20.80576     -43.74686     -0.04823      0.12142
 1052.18757     -20.78533     -43.72643      0.06359      0.11630
 1052.20801     -20.76489     -43.70599      0.01415      0.12953
 1052.22844     -20.74446     -43.68556     -0.01935      0.11825
 1052.24887     -20.72403     -43.66513     -0.09104      0.11903
 1052.26930     -20.70360     -43.64470     -0.05934      0.11567
 1052.28974     -20.68316     -43.62426     -0.13494      0.12190
 1052.31017     -20.66273     -43.60383     -0.14254      0.12156
 1052.33060     -20.64230     -43.58340      0.04323      0.11642
 1052.35103     -20.62187     -43.56297      0.00740      0.11568
 1052.37147     -20.60143     -43.54253     -0.00898      0.11965
 1052.39190     -20.58100     -43.52210      0.01145      0.11831
 1052.41233     -20.56057     -43.50167     -0.12785      0.11616
 1052.43277     -20.54013     -43.48123     -0.04976      0.11827
 1052.45320     -20.51970     -43.46080     -0.14977      0.11753
 1052.47363     -20.49927     -43.44037     -0.03610      0.13099
 1052.49406     -20.47884     -43.41994      0.03478      0.14343
 1052.51450     -20.45840     -43.39950     -0.07210      0.11639
 1052.53493     -20.43797     -43.37907     -0.09329      0.11722
 1052.55536     -20.41754     -43.35864      0.03869      0.11777
 1052.57579     -20.39711     -43.33821     -0.23546      0.12456
 1052.59623     -20.37667     -43.31777     -0.05899      0.12093
 1052.61666     -20.35624     -43.29734     -0.12342      0.11718
 1052.63709     -20.33581     -43.27691     -0.00533      0.11554
 1052.65753     -20.31537     -43.25647     -0.17464      0.11720
 1052.67796     -20.29494     -43.23604      0.11108      0.11880
