time flux flux_err
59963.2973349394 1217.1736064060387 274.15087409428105
59963.29964975314 1232.3905486552906 276.47124489346567
59963.30196456688 -1091.606746154711 334.7981220976037
59963.30427938062 911.3557636544194 283.8046867588283
59963.30659419437 1816.4186597388796 331.8550779178691
59963.308909008105 15.600952821351711 295.33808603909785
59963.31122382185 1408.682010503022 287.8969528173374
59963.31353863559 315.56198277953695 284.4695708635607
59963.315853449334 -657.9406656269368 224.0204886387098
59963.318168263075 1248.9573494971767 260.04469812169447
59963.320483076815 2330.453498948131 296.9046856970378
59963.322797890556 1224.45647309181 265.2417594693074
59963.3251127043 -967.7670969034082 273.48835215063997
59963.32742751804 -49.218576202043096 305.16450838897845
59963.329742331785 839.3255028201588 276.06068745163026
59963.332057145526 2193.135441770388 303.5621555256022
59963.33437195927 411.0726462441327 315.051289529527
59963.33668677301 1177.4878705615827 263.15411473835877
59963.33900158675 -788.9048555463389 252.6875134374383
59963.34131640049 2802.1952043918363 321.9640975574583
59963.34363121423 583.8709301335439 240.81261798853583
59963.34594602797 1061.5529330909312 249.19091750631102
59963.34826084171 66.58740546196316 263.6821979430736
59963.35057565546 1888.074085972658 308.46982705127317
59963.3528904692 -686.7357548105076 261.67802705193054
59963.35520528294 1348.7072468863598 246.71287091374174
59963.35752009668 172.28986363106543 264.25940089143813
59963.35983491042 1421.5207934713853 290.9152412467452
59963.36214972416 1270.5208118235666 299.3231924995674
59963.3644645379 580.4344152966485 277.5324977604156
59963.36677935164 564.4258362855953 287.0182981828969
59963.36909416539 697.2179395031379 252.25892728295355
59963.37140897913 -434.7159913590938 287.2923703502216
59963.37372379287 989.2956368692023 231.3780545769111
59963.37603860661 2082.378459919004 260.39230523937823
59963.378353420354 59.130569638354075 283.76307439526863
59963.380668234095 884.7585836402657 276.50356241234647
59963.382983047835 817.6248909839381 241.8844511568848
59963.385297861576 2073.959488503134 239.63283003402583
59963.38761267532 1937.341501736797 186.86063399228078
59963.38992748906 19.309497294459902 247.44931260199388
59963.392242302805 236.44302719851015 213.56552920719594
59963.394557116546 -1057.2791110389192 178.78357999849177
59963.39687193029 836.6869365128457 231.14171594081228
59963.39918674403 1313.9544490066414 255.60856333485015
59963.40150155777 417.520601350006 272.39470973477296
59963.40381637151 2731.140854892682 227.26954966036246
59963.40613118525 882.7284393215962 262.3496371314613
59963.40844599899 859.3840836314737 218.41408824820158
59963.41076081274 281.01634799496736 247.29652731064337
59963.41307562648 1458.0782899154428 234.5646047915606
59963.41539044022 -788.3144178143987 238.82977415564295
59963.41770525396 497.6187453406045 242.25029881494555
59963.4200200677 794.4108289627698 269.7413221363023
59963.42233488144 1351.6926116025352 257.83289133936483
59963.42464969518 1556.702000521861 261.09415102396576
59963.42696450892 827.5701452842147 278.92983773257777
59963.42927932266 439.1678572132308 236.62004632781174
59963.43159413641 -313.86347679621656 208.38445278144374
59963.43390895015 373.2127198596716 260.7915618003323
59963.43622376389 529.4732013024288 209.171240858328
59963.43853857763 13.545990242818448 214.8573836744578
59963.440853391374 -0.42808538017345654 202.66695857111998
59963.443168205114 919.9385748491171 237.56304829974826
59963.445483018855 632.3957474014647 239.31479761083406
59963.447797832596 1334.261614414974 233.04554159781023
59963.450112646344 392.9751070743631 229.3004401354605
59963.452427460084 -429.33045203544316 191.22689446691953
59963.454742273825 958.7103119507285 268.89907466627164
59963.457057087566 637.9759226744007 252.81313448975428
59963.45937190131 398.15720286982145 246.03975303136846
59963.46168671505 527.8186761873869 233.23012863059077
59963.46400152879 1409.0960734061214 207.1188809707642
59963.46631634253 -349.0172618274712 227.31019232727797
59963.46863115627 1010.8965666487418 249.8240585377661
59963.47094597001 1809.4848514518321 214.9461035550173
59963.47326078376 -1644.2093365470344 255.22951449107117
59963.4755755975 375.72877707637275 209.09639522361724
59963.47789041124 496.00097730721734 229.02137734391013
59963.48020522498 696.050431616593 299.37576158730155
59963.48252003872 -1493.5901269117326 281.8905359326387
59963.48483485246 1088.4118290504443 227.9571678113286
59963.4871496662 1318.9452944578775 212.92812575045934
59963.48946447994 849.1079862317399 258.4475112059054
59963.49177929368 665.6142981039554 229.70965016298567
59963.49409410743 1875.3312501670018 204.43766121476745
59963.49640892117 488.52642167725713 245.07060994249395
59963.49872373491 -285.2549747427955 216.65683007333496
59963.50103854865 721.9439545698839 255.89149791717537
59963.503353362394 1769.4535374453064 242.16166245028387
59963.505668176134 993.9731613039608 221.11517405182997
59963.507982989875 1289.4506282781144 276.76707845501556
59963.510297803616 -246.86520674880876 236.65681005015347
59963.512612617356 535.2451682788457 201.0926079667146
59963.514927431104 262.23627485856673 219.8065246775114
59963.517242244845 1362.6983050781655 222.1918642505659
59963.519557058586 1676.7852640497704 199.20282512506535
59963.521871872326 -377.12753200111797 219.3322527691097
59963.52418668607 1085.582355247203 231.19440791878134
59963.52650149981 -957.7670099485247 269.77837329917804
59963.52881631355 1828.7933634973972 237.7638404263822
59963.53113112729 907.2016974151569 225.60704761215348
59963.53344594104 468.9321629371637 247.6908051103436
59963.53576075478 652.0915790396647 214.75165204813925
59963.53807556852 546.1910207679236 220.72396188729036
59963.54039038226 1992.4448951706147 227.0812206493039
59963.542705196 1807.2497514174647 242.12543743895958
59963.54502000974 236.94990626679567 230.83572355873133
59963.54733482348 645.9446461981371 188.030450330445
59963.54964963722 2105.6866849298167 219.80956688221832
59963.55196445096 505.5918851677621 193.96993145696612
59963.55427926471 1998.2051268938328 206.3343983989273
59963.55659407845 1033.138212723457 227.25506628046318
59963.55890889219 -863.6158011242251 175.45802208578058
59963.56122370593 493.104433017608 243.4284363957434
59963.56353851967 914.5175779745449 246.7284158915298
59963.56585333341 1317.452492132013 177.45055986355786
59963.568168147154 -812.1490325353502 263.7623186102111
59963.570482960895 1219.8059698075804 191.74857116290025
59963.572797774636 -976.0636097760628 187.621241375882
59963.57511258838 1626.318344614683 206.060145399527
59963.577427402124 -422.323203973623 201.82896207549513
59963.579742215865 541.1251015959363 201.78941414529888
59963.582057029605 803.1067188054278 247.0177816402475
59963.584371843346 384.08955476020196 204.3443627519326
59963.58668665709 558.720488569036 244.18699463556598
59963.58900147083 867.7589190612287 212.67342399191662
59963.59131628457 -111.81401264039198 237.32337589027674
59963.59363109831 379.8175709839501 203.7158342930164
59963.59594591206 -302.9729303518309 210.64400948072094
59963.5982607258 -118.33846035475301 196.53049442689718
59963.60057553954 126.41552490060911 216.31997147758838
59963.60289035328 1022.8427630738396 236.56415880142927
59963.60520516702 1420.3761129341772 184.2444376856686
