time,flux,flux_err,phase,norm_flux,norm_flux_err
58233.754467,13352.552247,16.707009,28.83446899411992,0.5954663478422715,0.008295632860477142
58233.774901,13351.949654,16.707591,28.854382689095793,0.5951671386724978,0.008295921844479295
58233.815768,13355.82964,16.706575,28.894209104517014,0.5970936917353346,0.008295417363815744
58233.836202,13361.086823,16.706155,28.914122799492887,0.5997040728064371,0.008295208818659552
58233.856635000004,13347.42002,16.700939,28.934035519938234,0.5929180119343523,0.008292618886434087
58233.877069,13368.256496,16.70835,28.953949214914108,0.6032640741769804,0.008296298715368697
58233.917936,13400.956951,16.72353,28.993775630328237,0.6195010301186785,0.008303836133156767
58233.93837,13367.58796,16.717371,29.0136893253112,0.6029321219280765,0.008300777967402043
58233.958803,13382.452337,16.716978,29.033602045749458,0.6103128215070209,0.008300582828720178
58233.979237,13372.741474,16.712836,29.05351574072533,0.6054910275996618,0.008298526176251259
58233.999671,13365.463516,16.712488,29.073429435701204,0.6018772588190274,0.008298353381693272
58234.020104,13352.092248,16.705158,29.09334215614655,0.5952379417391697,0.008294713772181642
58234.040538,13386.368383,16.717025,29.113255851122425,0.6122572796611251,0.008300606165916227
58234.060971,13378.647647,16.711146,29.133168571560677,0.6084236556253281,0.00829768703026563
58234.081405,13387.840428,16.718999,29.153082266536554,0.6129882031240914,0.008301586328150328
58234.101839,13376.33448,16.710639,29.17299596151952,0.607275084736489,0.008297435286469942
58234.122272,13393.592325,16.71806,29.192908681957775,0.615844227548528,0.008301120080765414
58234.142706,13372.29523,16.713398,29.212822376933648,0.6052694513504243,0.008298805229531688
58234.183573,13360.897377,16.709653,29.25264879235487,0.5996100060310562,0.008296945701888978
58234.204007,13351.051869,16.702488,29.27256248733074,0.5947213560223755,0.008293388020831564
58234.22444,13361.4156,16.707488,29.292475207768994,0.5998673224512403,0.008295870701262418
58234.244873999996,13377.732155,16.714177,29.31238890274487,0.6079690808107275,0.008299192031142813
58234.265307,13381.644649,16.713332,29.332301623190215,0.6099117752686536,0.00829877245815
58234.306175,13365.90592,16.708665,29.372129013141965,0.6020969283696934,0.008296455124235842
58234.326608,13371.868733,16.708743,29.39204173358731,0.6050576801992806,0.008296493854050561
58234.347042,13363.471026,16.70388,29.411955428563186,0.6008879156326931,0.008294079199063515
58234.367475,13370.44341,16.709767,29.43186814900144,0.604349955895332,0.008297002307002801
58234.387909,13329.447059,16.694,29.45178184397731,0.5839937882225156,0.008289173422532149
58234.408343,13352.352858,16.703801,29.47169553896028,0.5953673440085863,0.008294039972712707
58234.428776,13350.12255,16.700018,29.491608259398532,0.5942599156033112,0.008292161576698725
58234.44921,13385.640428,16.710298,29.511521954374405,0.6118958237345167,0.008297265967664558
58234.469643,13353.822823,16.700173,29.53143467481266,0.5960972346764941,0.00829223853979208
58234.510511,13385.122837,16.712336,29.5712620647715,0.6116388211251396,0.008298277908208173
58234.530944,13386.951464,16.717612,29.591174785209756,0.612546800418785,0.00830089763259881
58234.551378000004,13377.355627,16.710828,29.61108848019272,0.6077821210712744,0.008297529131790228
58234.571811,13354.369364,16.701886,29.631001200630976,0.5963686120055658,0.00829308910610769
58234.612679,13382.011651,16.712776,29.670828590582722,0.6100940050053508,0.00829849638408609
58234.633112,13347.850338,16.697492,29.69074131102807,0.5931316803498814,0.008290907326545057
58234.653546,13352.028086,16.70096,29.710655006003943,0.5952060829908085,0.008292629313691896
58234.67398,13359.040975,16.705344,29.730568700979816,0.5986882354476172,0.008294806127893668
58234.694413,13342.381023,16.702075,29.750481421418073,0.590415968085747,0.008293182951427978
58234.714847,13343.484327,16.698528,29.770395116401037,0.5909637983357635,0.00829142173793033
58234.73528,13354.55924,16.699849,29.790307836839293,0.5964628922914637,0.008292077662100161
58234.755714,13358.324713,16.706562,29.810221531815166,0.5983325855174645,0.008295410908846626
58234.776147,13342.438116,16.698413,29.830134252253423,0.5904443168205145,0.00829136463628042
58234.796581,13377.967785,16.713635,29.850047947236387,0.6080860796087124,0.00829892290858411
58234.817015,13351.241091,16.698647,29.86996164221226,0.5948153115736725,0.008291480825724585
58234.837448,13335.914119,16.697303,29.889874362650517,0.5872049168839456,0.008290813481224771
58234.857882,13340.553055,16.695026,29.90978805762639,0.5895083160093821,0.00828968286855656
58234.878316,13354.87441,16.702137,29.929701752609354,0.596619385569742,0.00829321373666532
58234.898749,13357.32396,16.700378,29.94961447304761,0.5978356755396209,0.008292340329689745
58234.919183,13347.359564,16.692739,29.969528168023484,0.5928879933487271,0.008288547290527488
58234.939616,13373.670205,16.705549,29.989440888468827,0.6059521760555071,0.008294907917791335
58234.96005,13346.979812,16.697355,30.009354583444704,0.5926994327769313,0.008290839301101253
58234.980484,13363.386078,16.701763,30.029268278420577,0.6008457358852453,0.008293028032169091
58235.000917,13374.586955,16.709253,30.049180998858834,0.6064073755125042,0.008296747087454509
58235.021351,13360.488399,16.699973,30.069094693841798,0.5994069336956066,0.008292139232574847
58235.041784,13340.847369,16.693411,30.08900741428005,0.5896544535310467,0.008288880962777394
58235.062218,13335.003995,16.687926,30.108921109255927,0.5867530074750557,0.00828615746234475
58235.082652,13351.177733,16.692931,30.1288348042318,0.5947838520403251,0.008288642625456033
58235.103085,13347.503478,16.696759,30.148747524677145,0.5929594518430324,0.008290543365593895
58235.123519,13366.390528,16.704694,30.16866121965302,0.6023375537293407,0.008294483379437658
58235.143952,13385.154736,16.7095,30.188573940091274,0.6116546601297522,0.008296869731867792
58235.164386,13346.31538,16.697586,30.20848763506715,0.592369518312125,0.008290954000937158
58235.184819,13357.411964,16.699844,30.228400355512495,0.5978793727013488,0.00829207517941973
58235.205253,13349.067394,16.701848,30.248314050488368,0.5937359925727715,0.008293070237736415
58235.225687,13354.233525,16.693814,30.268227745464245,0.5963011630401562,0.00828908106682012
58235.246119999996,13338.021395,16.693003,30.288140465902497,0.5882512554614672,0.008288678376054237
58235.266554,13313.754117,16.683164,30.30805416088546,0.5762016762213333,0.008283792957502405
58235.286988,13355.490244,16.700498,30.32796785586134,0.5969251693738329,0.008292399914020086
58235.307421,13349.419122,16.694436,30.34788057629959,0.5939106382172881,0.008289389912265719
58235.327855,13335.202264,16.691111,30.367794271282555,0.5868514551883248,0.008287738929779203
58235.348288,13335.948847,16.691018,30.387706991720812,0.5872221605891463,0.008287692751923188
58235.368722,13349.316238,16.695614,30.407620686696685,0.5938595525985985,0.008289974831775229
58235.389156,13365.116082,16.700756,30.42753438167256,0.6017047453004651,0.008292528020330318
58235.409589,13343.545802,16.692332,30.447447102117906,0.5909943228916611,0.008288345200340417
58235.430023,13325.179541,16.686502,30.46736079709378,0.5818748115371326,0.008285450394958042
58235.450456,13326.567854,16.686994,30.487273517532035,0.582564159040533,0.008285694690712437
58235.47089,13359.315448,16.696622,30.507187212507908,0.5988245211967965,0.008290475340150089
58235.491324,13313.114876,16.678364,30.527100907490873,0.5758842699970732,0.008281409584288784
58235.634359,13369.970116,16.700907,30.666493848723317,0.6041149483449643,0.00829260299727933
58235.654792,13346.253247,16.693894,30.686406569161573,0.5923386670354832,0.008289120789707016
58235.675226,13332.165312,16.686641,30.706320264137446,0.5853434989283566,0.00828551941347402
58235.69566,13361.609766,16.700477,30.72623395911332,0.5999637328769474,0.008292389486762275
58235.716093,13344.463741,16.693708,30.746146679558667,0.591450112730064,0.008289028433994988
58235.736527,13351.689428,16.693513,30.76606037453454,0.5950379270729378,0.008288931609458183
58235.75696,13323.624094,16.680128,30.785973094972793,0.5811024759715074,0.00828228547394479
58235.777394,13329.069296,16.68192,30.80588678994867,0.5838062152609953,0.008283175266611209
58235.818261,13322.565289,16.678445,30.84571320536989,0.5805767410807893,0.008281449803711765
58235.838695,13346.761268,16.691061,30.865626900345763,0.5925909177945156,0.008287714102974894
58235.879562,13348.265002,16.690856,30.905453315766984,0.5933375759895172,0.008287612313077229
58235.899996,13345.040624,16.690885,30.925367010742857,0.5917365559570622,0.008287626712623728
58235.920429,13360.817327,16.698282,30.94527973118111,0.5995702583173589,0.008291299590053132
58235.940862999996,13355.857893,16.693144,30.965193426156986,0.5971077203693773,0.008288748387642387
58235.961296,13378.037082,16.704536,30.98510614660233,0.6081204880698757,0.008294404926736044
58235.98173,13374.253189,16.702368,31.005019841578203,0.6062416486491666,0.008293328436501225
58236.002164,13387.836491,16.706167,31.02493353655408,0.6129862482615205,0.008295214777092587
58236.022597,13359.378842,16.696924,31.044846256999424,0.5988559986054435,0.008290625294048112
58236.043031,13336.377344,16.687278,31.0647599519753,0.5874349248124626,0.00828583570696091
58236.063464,13348.528336,16.692246,31.084672672413554,0.5934683308232325,0.008288302498237006
58236.083898,13336.156021,16.684759,31.104586367389427,0.5873250299562632,0.008284584932559846
58236.124765,13348.844984,16.689914,31.144412782810647,0.5936255579818462,0.008287144576084057
58236.145199,13340.725261,16.687897,31.16432647778652,0.5895938225026368,0.00828614306279825
58236.165632000004,13341.742046,16.684159,31.184239198231868,0.5900986929470138,0.008284287010908145
58236.186066,13333.553763,16.680504,31.20415289320774,0.5860329149537367,0.00828247217151319
58236.2678,13314.249286,16.675428,31.28380572404309,0.5764475454985862,0.00827995175433979
58236.288234,13317.897777,16.674564,31.303719419018964,0.578259152940155,0.008279522747161337
58236.308668,13334.16022,16.684363,31.323633113994838,0.5863340427389473,0.008284388304269724
58236.329101,13328.757657,16.680053,31.343545834440185,0.5836514752516374,0.008282248233738328
58236.410836,13377.564344,16.6999,31.423199639813152,0.6078857565935715,0.008292102985440555
58236.451703,13370.854526,16.696015,31.46302605522728,0.6045540898249337,0.008290173942745782
58236.472137,13392.556997,16.700441,31.482939750203155,0.6153301498355052,0.008292371611463175
58236.49257,13385.883665,16.701618,31.502852470648502,0.6120165996825079,0.008292956034436597
58236.513004,13382.088345,16.695686,31.522766165624375,0.6101320863439432,0.008290010582373431
58236.533437,13367.778419,16.693069,31.54267888606263,0.6030266916945123,0.008288711147435925
58236.553871,13372.330578,16.698187,31.562592581038505,0.6052870029079981,0.008291252419124946
58236.594738,13370.926464,16.695178,31.602418996459726,0.6045898096379012,0.008289758342041657
58236.615172,13367.283605,16.693844,31.6223326914356,0.60278099868757,0.008289095962902705
58236.635605,13368.129379,16.69155,31.642245411880943,0.6032009559993146,0.008287956909121031
58236.656039,13357.747786,16.689163,31.66215910685682,0.5980461204428783,0.008286771677483342
58236.676472,13395.527534,16.70271,31.682071827295072,0.6168051286513107,0.008293498251842696
58236.696906,13325.905074,16.675729,31.70198552227095,0.5822350648533406,0.008280101211701725
58236.737773,13364.198566,16.690729,31.741811937692166,0.6012491654968256,0.008287549252994285
58236.758207,13353.499966,16.689822,31.761725632668043,0.5959369245253209,0.008287098894764129
58236.778641,13368.300369,16.690709,31.781639327643916,0.6032858587046891,0.008287539322272561
58236.799074,13343.718264,16.681863,31.80155204808926,0.5910799564981535,0.008283146964054296
58236.819508,13322.279879,16.675678,31.821465743065136,0.580435024716435,0.008280075888361332
58236.860375000004,13358.140584,16.684856,31.861292158486354,0.5982411588244544,0.008284633096560206
58236.880808,13360.989911,16.690316,31.88120487892461,0.5996559525012546,0.008287344183590697
58236.901242,13347.881183,16.682481,31.901118573900483,0.593146996005459,0.00828345382335555
58236.921676,13362.710502,16.689472,31.92103226887636,0.6005102880222946,0.008286925107133967
58236.942109,13391.425172,16.700913,31.940944989321704,0.6147681578797749,0.008292605976495846
58236.962543,13362.940827,16.689339,31.960858684297577,0.600624652696342,0.008286859067834508
58236.982977,13363.22209,16.691845,31.980772379273454,0.6007643099255462,0.008288103387266451
58237.00341,13373.109992,16.690643,32.00068509971171,0.6056740100850649,0.008287506550890875
58237.023844,13389.594221,16.698235,32.02059879469467,0.6138590246362647,0.008291276252857083
58237.044277,13375.021493,16.694491,32.04051151513293,0.6066231393103163,0.008289417221750459
58237.064711,13369.266691,16.693919,32.060425210108804,0.6037656724485498,0.008289133203109169
58237.085145,13378.946924,16.69503,32.08033890508467,0.608572257455589,0.008289684854700904
58237.105578,13389.564898,16.701865,32.10025162553002,0.6138444647086105,0.008293078678849881
58237.126012,13391.186289,16.700695,32.1201653205059,0.6146495438499022,0.00829249773162906
58237.146445,13380.280625,16.698848,32.14007804094415,0.6092344881302506,0.008291580629477905
58237.166879,13390.748224,16.700606,32.15999173592002,0.6144320287693147,0.008292453539917392
58237.187312,13368.458644,16.691326,32.17990445636537,0.6033644479537277,0.008287845685037728
58237.207746,13383.175752,16.691789,32.19981815134124,0.6106720231597973,0.008288075581245625
58237.22818,13389.183425,16.699748,32.21973184631712,0.6136550495982102,0.008292027511955458
58237.248613,13385.815261,16.696112,32.239644566762465,0.6119826346280697,0.008290222106746141
58237.269047,13372.43211,16.69526,32.259558261738334,0.6053374172098994,0.008289799058000724
58237.289481,13389.577381,16.702841,32.27947195671421,0.6138506629685736,0.008293563298069984
58237.309914,13370.137858,16.692768,32.29938467715247,0.6041982383011305,0.008288561690073987
58237.330348,13366.742169,16.690222,32.319298372135435,0.6025121561752175,0.008287297509198596
58237.350781,13344.429586,16.683128,32.339211092573684,0.5914331535400411,0.008283775082203302
58237.371215,13380.227574,16.696416,32.35912478754956,0.6092081463943436,0.008290373053716337
58237.391649,13384.403473,16.696643,32.37903848252544,0.6112816309400473,0.0082904857674079
58237.412082,13392.13913,16.69997,32.39895120297078,0.6151226637907853,0.008292137742966587
58237.452949,13386.427563,16.697277,32.43877761838491,0.6122866646667039,0.00829080057128653
58237.473383,13356.404511,16.686667,32.45869131336078,0.5973791359317279,0.00828553232341226
58237.493816,13365.471753,16.691814,32.47860403380613,0.6018813487867692,0.00828808799464778
58237.51425,13368.30108,16.688422,32.498517728782005,0.6032862117418458,0.00828640374424349
58237.534684,13341.94395,16.674952,32.518431423757875,0.5901989455689566,0.008279715403162772
58237.555116999996,13372.678248,16.690699,32.53834414419613,0.6054596336090775,0.008287534356911699
58237.575551,13361.429639,16.68417,32.5582578391791,0.5998742933213539,0.008284292472805092
58237.595985,13339.096976,16.679376,32.57817153415497,0.588785320241567,0.00828191207880799
58237.616418,13365.516766,16.688273,32.598084254593225,0.6019036993656165,0.00828632976036665
58237.636852,13343.957103,16.67841,32.61799794957619,0.5911985486804392,0.00828143242494875
58237.657285,13337.37098,16.680241,32.63791067001445,0.5879283009429804,0.008282341582522527
58237.677719,13348.776775,16.683959,32.65782436499032,0.5935916897519451,0.008284187703690911
58237.698153,13381.35114,16.690886,32.677738059966195,0.6097660374585381,0.008287627209159813
58237.718586,13351.810722,16.684043,32.69765078041154,0.5950981539209741,0.008284229412722149
58237.73902,13345.163132,16.678756,32.71756447538741,0.5917973855999069,0.008281604226434564
58237.759453,13328.847136,16.671967,32.73747719582567,0.583695904804092,0.008278233242945552
58237.800321,13325.458819,16.67212,32.777304585784506,0.5820134831422061,0.008278309212966736
58237.841188,13375.964893,16.688965,32.81713100119864,0.6070915714540097,0.00828667336333828
58237.861621000004,13379.915153,16.695133,32.83704372164398,0.6090530180937659,0.008289735997917779
58237.882055,13361.762909,16.684361,32.856957416619856,0.6000397739027915,0.00828438731119755
58237.902489,13362.584095,16.686668,32.87687111159573,0.6004475223852501,0.008285532819948347
58237.922922,13386.086865,16.696286,32.89678383203399,0.6121174958152178,0.008290308504025136
58237.943356,13347.648084,16.680687,32.91669752701695,0.5930312539403091,0.00828256303761696
58237.963789,13365.746384,16.685045,32.93661024745521,0.6020177129886505,0.008284726941880491
58237.984223,13341.577239,16.676026,32.95652394243108,0.5900168603242606,0.008280248682919319
