KJD  KJD-T_EXP   KJD-T_MAX   LC_val-BCK    LC_err
  964.77569     -29.98871     -49.04431      0.01157      0.01011
  964.79613     -29.96827     -49.02387      0.00186      0.01027
  964.81656     -29.94784     -49.00344     -0.00355      0.01065
  964.83699     -29.92741     -48.98301     -0.00459      0.00976
  964.85743     -29.90697     -48.96257      0.00710      0.01097
  964.87786     -29.88654     -48.94214      0.01335      0.01119
  964.89829     -29.86611     -48.92171     -0.00103      0.00982
  964.91873     -29.84567     -48.90127     -0.00460      0.00995
  964.93916     -29.82524     -48.88084      0.00467      0.01016
  964.95959     -29.80481     -48.86041      0.00514      0.01014
  964.98003     -29.78437     -48.83997     -0.00745      0.01034
  965.00046     -29.76394     -48.81954     -0.01240      0.00980
  965.02089     -29.74351     -48.79911     -0.00732      0.01071
  965.04133     -29.72307     -48.77867      0.02211      0.01098
  965.06176     -29.70264     -48.75824      0.00540      0.01084
  965.08219     -29.68221     -48.73781     -0.00736      0.01028
  965.10263     -29.66177     -48.71737      0.00558      0.00997
  965.12306     -29.64134     -48.69694      0.01073      0.01080
  965.14349     -29.62091     -48.67651      0.01504      0.01032
  965.16393     -29.60047     -48.65607      0.00872      0.01000
  965.18436     -29.58004     -48.63564      0.01574      0.01078
  965.20479     -29.55961     -48.61521      0.00545      0.01056
  965.22523     -29.53917     -48.59477      0.00279      0.01219
  965.24566     -29.51874     -48.57434      0.01413      0.01050
  965.26609     -29.49831     -48.55391     -0.00660      0.00974
  965.28653     -29.47787     -48.53347     -0.00393      0.01049
  965.30696     -29.45744     -48.51304      0.00432      0.01088
  965.32740     -29.43700     -48.49260      0.01282      0.01053
  965.34783     -29.41657     -48.47217     -0.00928      0.01080
  965.36826     -29.39614     -48.45174     -0.00505      0.00983
  965.38870     -29.37570     -48.43130      0.01512      0.01005
  965.40913     -29.35527     -48.41087      0.00338      0.01183
  965.42956     -29.33484     -48.39044     -0.00319      0.00978
  965.45000     -29.31440     -48.37000     -0.00785      0.01000
  965.47043     -29.29397     -48.34957      0.00181      0.01011
  965.49086     -29.27354     -48.32914      0.00434      0.00980
  965.51130     -29.25310     -48.30870      0.00047      0.01046
  965.53173     -29.23267     -48.28827      0.00475      0.00976
  965.55216     -29.21224     -48.26784     -0.00907      0.01046
  965.57260     -29.19180     -48.24740     -0.01203      0.00995
  965.59303     -29.17137     -48.22697     -0.00555      0.01021
  965.61346     -29.15094     -48.20654     -0.00193      0.01024
  965.63390     -29.13050     -48.18610      0.00224      0.01112
  965.65433     -29.11007     -48.16567     -0.00753      0.01111
  965.67476     -29.08964     -48.14524     -0.00283      0.01110
  965.69520     -29.06920     -48.12480      0.00767      0.01040
  965.71563     -29.04877     -48.10437      0.00294      0.01008
  965.73606     -29.02834     -48.08394      0.01820      0.01089
  965.75650     -29.00790     -48.06350      0.00918      0.01223
  965.77693     -28.98747     -48.04307      0.00531      0.00999
  965.79736     -28.96704     -48.02264      0.00317      0.00999
  965.81780     -28.94660     -48.00220      0.02535      0.01145
  965.83823     -28.92617     -47.98177      0.00373      0.01006
  965.85866     -28.90574     -47.96134     -0.01028      0.01308
  965.87910     -28.88530     -47.94090      0.01178      0.01129
  965.89953     -28.86487     -47.92047     -0.00678      0.01129
  965.91996     -28.84444     -47.90004      0.01230      0.01143
  965.94040     -28.82400     -47.87960     -0.00286      0.00984
  965.96083     -28.80357     -47.85917      0.01067      0.01015
  965.98126     -28.78314     -47.83874      0.01390      0.01029
  966.00170     -28.76270     -47.81830      0.01836      0.01061
  966.02213     -28.74227     -47.79787      0.00112      0.01022
  966.04256     -28.72184     -47.77744      0.01071      0.01162
  966.06300     -28.70140     -47.75700      0.02220      0.01021
  966.08343     -28.68097     -47.73657     -0.00957      0.01038
  966.10386     -28.66054     -47.71614      0.01115      0.00983
  966.12430     -28.64010     -47.69570      0.00786      0.01072
  966.14473     -28.61967     -47.67527      0.00964      0.01012
  966.16516     -28.59924     -47.65484      0.01218      0.01053
  966.18560     -28.57880     -47.63440     -0.00040      0.01002
  966.20603     -28.55837     -47.61397     -0.02262      0.01022
  966.22646     -28.53794     -47.59354      0.01675      0.01079
  966.24690     -28.51750     -47.57310      0.01616      0.01083
  966.26733     -28.49707     -47.55267     -0.00667      0.01026
  966.28776     -28.47664     -47.53224      0.00878      0.01179
  966.30820     -28.45620     -47.51180      0.01735      0.01002
  966.32863     -28.43577     -47.49137     -0.00159      0.00990
  966.34906     -28.41534     -47.47094      0.00780      0.01051
  966.36950     -28.39490     -47.45050      0.03642      0.01125
  966.38993     -28.37447     -47.43007     -0.00106      0.00991
  966.41036     -28.35404     -47.40964      0.01426      0.01087
  966.43080     -28.33360     -47.38920      0.01675      0.00989
  966.45123     -28.31317     -47.36877     -0.00205      0.01014
  966.47166     -28.29274     -47.34834      0.01191      0.01069
  966.49210     -28.27230     -47.32790      0.02787      0.00991
  966.51253     -28.25187     -47.30747      0.00660      0.01024
  966.53296     -28.23144     -47.28704      0.01461      0.01133
  966.55340     -28.21100     -47.26660     -0.00486      0.00992
  966.57383     -28.19057     -47.24617      0.02078      0.01016
  966.59426     -28.17014     -47.22574      0.00711      0.01012
  966.61470     -28.14970     -47.20530      0.01669      0.01015
  966.63513     -28.12927     -47.18487      0.02101      0.01092
  966.65556     -28.10884     -47.16444      0.00862      0.00987
  966.67600     -28.08840     -47.14400      0.01140      0.01218
  966.69643     -28.06797     -47.12357      0.01129      0.01019
  966.71686     -28.04754     -47.10314      0.00939      0.00991
  966.73730     -28.02710     -47.08270     -0.00507      0.01002
  966.75773     -28.00667     -47.06227      0.02617      0.01170
  966.77816     -27.98624     -47.04184      0.00947      0.00996
  966.79860     -27.96580     -47.02140      0.00658      0.01009
  966.83946     -27.92494     -46.98054     -0.00993      0.01007
  966.85990     -27.90450     -46.96010      0.01427      0.00991
  966.88033     -27.88407     -46.93967      0.00061      0.01005
  966.90076     -27.86364     -46.91924      0.01189      0.01090
  966.92120     -27.84320     -46.89880      0.01585      0.01118
  966.94163     -27.82277     -46.87837      0.01667      0.01285
  966.96206     -27.80234     -46.85794      0.00810      0.01036
  966.98250     -27.78190     -46.83750      0.02351      0.01396
  967.00293     -27.76147     -46.81707     -0.00461      0.01052
  967.02336     -27.74104     -46.79664     -0.00561      0.01022
  967.04380     -27.72060     -46.77620      0.01645      0.01141
  967.06423     -27.70017     -46.75577      0.02486      0.01076
  967.08466     -27.67974     -46.73534      0.02936      0.01130
  967.10510     -27.65930     -46.71490      0.01628      0.01118
  967.12553     -27.63887     -46.69447     -0.00213      0.01088
  967.14596     -27.61844     -46.67404      0.00575      0.01067
  967.16640     -27.59800     -46.65360     -0.00477      0.00992
  967.18683     -27.57757     -46.63317      0.00576      0.00983
  967.20726     -27.55714     -46.61274      0.00495      0.01033
  967.22770     -27.53670     -46.59230      0.01138      0.01225
  967.24813     -27.51627     -46.57187     -0.01231      0.00992
  967.26856     -27.49584     -46.55144     -0.00668      0.01020
  967.28900     -27.47540     -46.53100      0.02075      0.01075
  967.30943     -27.45497     -46.51057     -0.00830      0.00998
  967.32986     -27.43454     -46.49014      0.00887      0.01146
  967.35030     -27.41410     -46.46970      0.01359      0.01063
  967.37073     -27.39367     -46.44927     -0.00141      0.01016
  967.39116     -27.37324     -46.42884      0.01307      0.01020
  967.41160     -27.35280     -46.40840      0.01335      0.01246
  967.43203     -27.33237     -46.38797      0.00263      0.01068
  967.45246     -27.31194     -46.36754      0.02681      0.01285
  967.47290     -27.29150     -46.34710      0.00429      0.01008
  967.49333     -27.27107     -46.32667      0.00356      0.01147
  967.51376     -27.25064     -46.30624      0.02627      0.01196
  967.53420     -27.23020     -46.28580      0.00112      0.01056
  967.55463     -27.20977     -46.26537      0.00142      0.00987
  967.57506     -27.18934     -46.24494      0.00882      0.00982
  967.59550     -27.16890     -46.22450      0.01325      0.01115
  967.61593     -27.14847     -46.20407      0.01588      0.01036
  967.63636     -27.12804     -46.18364     -0.01040      0.01033
  967.65680     -27.10760     -46.16320      0.01225      0.01150
  967.67723     -27.08717     -46.14277      0.01539      0.01054
  967.69766     -27.06674     -46.12234      0.00728      0.00986
  967.71810     -27.04630     -46.10190      0.01727      0.01085
  967.73853     -27.02587     -46.08147      0.00291      0.00997
  967.75896     -27.00544     -46.06104      0.00223      0.01046
  967.77940     -26.98500     -46.04060      0.01191      0.01020
  967.79983     -26.96457     -46.02017      0.01502      0.01126
  967.82026     -26.94414     -45.99974      0.00549      0.01128
  967.84070     -26.92370     -45.97930     -0.00900      0.01024
  967.86113     -26.90327     -45.95887      0.00246      0.00997
  967.88156     -26.88284     -45.93844      0.00511      0.01026
  967.90200     -26.86240     -45.91800     -0.00387      0.00991
  967.92243     -26.84197     -45.89757      0.01738      0.01042
  967.94286     -26.82154     -45.87714      0.00615      0.01103
  967.96330     -26.80110     -45.85670      0.02204      0.01069
  967.98373     -26.78067     -45.83627      0.00643      0.01026
  968.00416     -26.76024     -45.81584      0.00946      0.01082
  968.02460     -26.73980     -45.79540      0.01627      0.01065
  968.04503     -26.71937     -45.77497      0.01150      0.01132
  968.06546     -26.69894     -45.75454      0.01710      0.01120
  968.08590     -26.67850     -45.73410      0.02308      0.01206
  968.10633     -26.65807     -45.71367      0.01868      0.01121
  968.12676     -26.63764     -45.69324      0.00230      0.01070
  968.14720     -26.61720     -45.67280      0.00512      0.01070
  968.16763     -26.59677     -45.65237      0.00676      0.01065
  968.18806     -26.57634     -45.63194     -0.00271      0.01008
  968.20850     -26.55590     -45.61150      0.01201      0.00991
  968.22893     -26.53547     -45.59107     -0.00242      0.00996
  968.24936     -26.51504     -45.57064      0.00944      0.00980
  968.26980     -26.49460     -45.55020      0.02131      0.01100
  968.29023     -26.47417     -45.52977      0.01451      0.01030
  968.31066     -26.45374     -45.50934     -0.00286      0.01038
  968.33110     -26.43330     -45.48890      0.01251      0.00980
  968.35153     -26.41287     -45.46847      0.01450      0.01051
  968.37196     -26.39244     -45.44804     -0.00067      0.00975
  968.39240     -26.37200     -45.42760      0.00611      0.01073
  968.41283     -26.35157     -45.40717      0.01699      0.01080
  968.43326     -26.33114     -45.38674      0.01386      0.01017
  968.45370     -26.31070     -45.36630      0.02933      0.01056
  968.47413     -26.29027     -45.34587     -0.00694      0.01066
  968.49456     -26.26984     -45.32544     -0.01045      0.01024
  968.51500     -26.24940     -45.30500      0.00616      0.01100
  968.53543     -26.22897     -45.28457      0.01797      0.01078
  968.55586     -26.20854     -45.26414      0.03299      0.01054
  968.57630     -26.18810     -45.24370      0.00025      0.01045
  968.59673     -26.16767     -45.22327      0.02333      0.01391
  968.61716     -26.14724     -45.20284      0.00601      0.01032
  968.63760     -26.12680     -45.18240      0.01006      0.01055
  968.65803     -26.10637     -45.16197      0.03605      0.01641
  968.67846     -26.08594     -45.14154      0.02897      0.01048
  968.69890     -26.06550     -45.12110      0.01167      0.01028
  968.71933     -26.04507     -45.10067      0.02481      0.01090
  968.73976     -26.02464     -45.08024      0.02404      0.01373
  968.76020     -26.00420     -45.05980      0.01528      0.01035
  968.78063     -25.98377     -45.03937      0.00728      0.01007
  968.80106     -25.96334     -45.01894      0.01845      0.01000
  968.82150     -25.94290     -44.99850      0.00604      0.00998
  968.84193     -25.92247     -44.97807      0.00081      0.01071
  968.86236     -25.90204     -44.95764      0.01743      0.01164
  968.88280     -25.88160     -44.93720     -0.00237      0.00975
  968.90323     -25.86117     -44.91677     -0.00448      0.01129
  968.92366     -25.84074     -44.89634     -0.00386      0.01012
  968.94410     -25.82030     -44.87590      0.01081      0.01090
  968.96453     -25.79987     -44.85547      0.01648      0.01322
  968.98496     -25.77944     -44.83504      0.01119      0.01028
  969.00540     -25.75900     -44.81460      0.00466      0.00994
  969.02583     -25.73857     -44.79417      0.02518      0.01065
  969.04626     -25.71814     -44.77374      0.00720      0.01091
  969.06670     -25.69770     -44.75330      0.00686      0.01098
  969.08713     -25.67727     -44.73287      0.00940      0.00984
  969.10756     -25.65684     -44.71244      0.01115      0.01162
  969.12800     -25.63640     -44.69200      0.01524      0.01161
  969.14843     -25.61597     -44.67157     -0.00818      0.01060
  969.16886     -25.59554     -44.65114     -0.00308      0.01134
  969.18930     -25.57510     -44.63070      0.00698      0.01006
  969.20973     -25.55467     -44.61027     -0.00982      0.00997
  969.23016     -25.53424     -44.58984     -0.00008      0.01149
  970.08836     -24.67604     -43.73164      0.03651      0.01243
  970.10880     -24.65560     -43.71120      0.00600      0.01186
  970.12923     -24.63517     -43.69077      0.03550      0.01191
  970.14966     -24.61474     -43.67034      0.04496      0.01600
  970.17009     -24.59431     -43.64991      0.02344      0.01257
  970.19053     -24.57387     -43.62947      0.03259      0.01792
  970.21096     -24.55344     -43.60904      0.03395      0.01451
  970.23139     -24.53301     -43.58861      0.02581      0.01572
  970.25183     -24.51257     -43.56817      0.03119      0.01406
  970.27226     -24.49214     -43.54774      0.02210      0.01146
  970.29269     -24.47171     -43.52731      0.02758      0.01293
  970.31313     -24.45127     -43.50687      0.02843      0.01425
  970.33356     -24.43084     -43.48644      0.03945      0.01394
  970.35399     -24.41041     -43.46601      0.02575      0.01880
  970.37443     -24.38997     -43.44557      0.02136      0.01424
  970.39486     -24.36954     -43.42514      0.03002      0.01461
  970.41529     -24.34911     -43.40471      0.02055      0.01171
  970.43573     -24.32867     -43.38427      0.03393      0.01321
  970.45616     -24.30824     -43.36384      0.02597      0.01393
  970.47659     -24.28781     -43.34341      0.02542      0.01176
  970.49703     -24.26737     -43.32297     -0.00108      0.01486
  970.51746     -24.24694     -43.30254      0.01439      0.01224
  970.53789     -24.22651     -43.28211      0.03755      0.01249
  970.55833     -24.20607     -43.26167      0.03054      0.01301
  970.57876     -24.18564     -43.24124      0.02150      0.01349
  970.59919     -24.16521     -43.22081      0.02737      0.01398
  970.61963     -24.14477     -43.20037      0.04292      0.01380
  970.64006     -24.12434     -43.17994      0.02250      0.01079
  970.66049     -24.10391     -43.15951      0.02976      0.01254
  970.68093     -24.08347     -43.13907      0.02334      0.01836
  970.70136     -24.06304     -43.11864      0.02184      0.01305
  970.72179     -24.04261     -43.09821      0.01992      0.01017
  970.74223     -24.02217     -43.07777      0.01398      0.01267
  970.76266     -24.00174     -43.05734      0.02124      0.01054
  970.78309     -23.98131     -43.03691      0.00916      0.01293
  970.80353     -23.96087     -43.01647      0.02043      0.01325
  970.82396     -23.94044     -42.99604      0.02638      0.01233
  970.84439     -23.92001     -42.97561      0.03385      0.01060
  970.86483     -23.89957     -42.95517      0.00477      0.01168
  970.88526     -23.87914     -42.93474      0.02383      0.01023
  970.90569     -23.85871     -42.91431      0.02884      0.00990
  970.92613     -23.83827     -42.89387      0.02502      0.01197
  970.94656     -23.81784     -42.87344      0.01917      0.01014
  970.96699     -23.79741     -42.85301      0.03474      0.01013
  970.98743     -23.77697     -42.83257      0.01457      0.01036
  971.00786     -23.75654     -42.81214      0.00828      0.00998
  971.02829     -23.73611     -42.79171      0.00943      0.01008
  971.04873     -23.71567     -42.77127      0.02029      0.01296
  971.06916     -23.69524     -42.75084      0.01688      0.01057
  971.08959     -23.67481     -42.73041      0.02077      0.01165
  971.11003     -23.65437     -42.70997      0.00472      0.01067
  971.13046     -23.63394     -42.68954      0.01000      0.01124
  971.15089     -23.61351     -42.66911      0.01034      0.01015
  971.17133     -23.59307     -42.64867      0.00833      0.01198
  971.19176     -23.57264     -42.62824      0.01124      0.01185
  971.21219     -23.55221     -42.60781      0.00120      0.01431
  971.23263     -23.53177     -42.58737      0.01962      0.01004
  971.25306     -23.51134     -42.56694      0.01697      0.01140
  971.27349     -23.49091     -42.54651      0.00388      0.01063
  971.29393     -23.47047     -42.52607      0.01059      0.01041
  971.31436     -23.45004     -42.50564      0.00326      0.01091
  971.33479     -23.42961     -42.48521      0.02605      0.01224
  971.35523     -23.40917     -42.46477      0.02874      0.01242
  971.37566     -23.38874     -42.44434      0.01254      0.01004
  971.39609     -23.36831     -42.42391      0.01764      0.01094
  971.41653     -23.34787     -42.40347      0.01304      0.01319
  971.43696     -23.32744     -42.38304      0.01494      0.01006
  971.45739     -23.30701     -42.36261      0.01355      0.01126
  971.47783     -23.28657     -42.34217      0.00621      0.00994
  971.49826     -23.26614     -42.32174      0.02071      0.01200
  971.51869     -23.24571     -42.30131      0.01097      0.01068
  971.53912     -23.22528     -42.28088      0.01518      0.01077
  971.55956     -23.20484     -42.26044      0.01944      0.01034
  971.57999     -23.18441     -42.24001      0.01160      0.00999
  971.60042     -23.16398     -42.21958      0.02470      0.01103
  971.62086     -23.14354     -42.19914      0.00787      0.01054
  971.64129     -23.12311     -42.17871     -0.00077      0.01049
  971.66172     -23.10268     -42.15828      0.00178      0.01016
  971.68216     -23.08224     -42.13784      0.00005      0.01056
  971.70259     -23.06181     -42.11741      0.00939      0.01021
  971.72302     -23.04138     -42.09698      0.01540      0.01083
  971.74346     -23.02094     -42.07654      0.00921      0.01037
  971.76389     -23.00051     -42.05611      0.00630      0.01161
  971.78432     -22.98008     -42.03568     -0.00541      0.00988
  971.80476     -22.95964     -42.01524      0.02360      0.01148
  971.82519     -22.93921     -41.99481      0.00288      0.01114
  971.84562     -22.91878     -41.97438      0.02577      0.01457
  971.86606     -22.89834     -41.95394      0.01554      0.01022
  971.88649     -22.87791     -41.93351      0.00383      0.01085
  971.90692     -22.85748     -41.91308      0.01713      0.01115
  971.92736     -22.83704     -41.89264      0.00684      0.01128
  971.94779     -22.81661     -41.87221      0.01005      0.01066
  971.96822     -22.79618     -41.85178      0.00305      0.01123
  972.00909     -22.75531     -41.81091      0.01904      0.01166
  972.02952     -22.73488     -41.79048      0.02307      0.01274
  972.04996     -22.71444     -41.77004      0.02134      0.01029
  972.07039     -22.69401     -41.74961      0.02041      0.01033
  972.09082     -22.67358     -41.72918      0.00460      0.01006
  972.11126     -22.65314     -41.70874     -0.00102      0.00990
  972.13169     -22.63271     -41.68831      0.01326      0.01077
  972.15212     -22.61228     -41.66788      0.01036      0.01047
  972.17256     -22.59184     -41.64744      0.00629      0.01078
  972.19299     -22.57141     -41.62701      0.01195      0.01001
  972.21342     -22.55098     -41.60658     -0.00359      0.01132
  972.23386     -22.53054     -41.58614      0.01861      0.01373
  972.25429     -22.51011     -41.56571     -0.00526      0.00999
  972.27472     -22.48968     -41.54528      0.00029      0.01062
  972.29516     -22.46924     -41.52484      0.01104      0.01169
  972.31559     -22.44881     -41.50441     -0.00113      0.00992
  972.33602     -22.42838     -41.48398      0.01596      0.01107
  972.35646     -22.40794     -41.46354      0.02277      0.01082
  972.37689     -22.38751     -41.44311      0.00751      0.01071
  972.39732     -22.36708     -41.42268      0.01174      0.01012
  972.41776     -22.34664     -41.40224      0.00775      0.00995
  972.43819     -22.32621     -41.38181     -0.00119      0.00987
  972.45862     -22.30578     -41.36138      0.01002      0.01008
  972.47906     -22.28534     -41.34094     -0.00270      0.01032
  972.49949     -22.26491     -41.32051      0.03771      0.01090
  972.51992     -22.24448     -41.30008      0.01448      0.01058
  972.54035     -22.22405     -41.27965      0.02441      0.01168
  972.56079     -22.20361     -41.25921      0.01260      0.00997
  972.58122     -22.18318     -41.23878     -0.00022      0.01022
  972.60165     -22.16275     -41.21835      0.00950      0.01006
  972.62209     -22.14231     -41.19791     -0.00869      0.01003
  972.64252     -22.12188     -41.17748      0.01046      0.01040
  972.66295     -22.10145     -41.15705      0.01209      0.01037
  972.68339     -22.08101     -41.13661     -0.00867      0.01092
  972.70382     -22.06058     -41.11618      0.01641      0.01107
  972.72425     -22.04015     -41.09575     -0.00592      0.01105
  972.74469     -22.01971     -41.07531      0.00754      0.01074
  972.76512     -21.99928     -41.05488     -0.00016      0.01137
  972.78555     -21.97885     -41.03445      0.01558      0.01249
  972.80599     -21.95841     -41.01401      0.01563      0.01053
  972.82642     -21.93798     -40.99358      0.00474      0.01071
  972.84685     -21.91755     -40.97315      0.01220      0.01153
  972.86729     -21.89711     -40.95271      0.00707      0.00987
  972.88772     -21.87668     -40.93228      0.00917      0.01125
  972.90815     -21.85625     -40.91185      0.01799      0.01083
  972.92859     -21.83581     -40.89141      0.01026      0.01048
  972.94902     -21.81538     -40.87098      0.00446      0.01101
  972.96945     -21.79495     -40.85055      0.00956      0.01063
  972.98989     -21.77451     -40.83011      0.01078      0.01158
  973.01032     -21.75408     -40.80968      0.01803      0.01122
  973.03075     -21.73365     -40.78925      0.03224      0.01194
  973.05119     -21.71321     -40.76881      0.01044      0.01161
  973.07162     -21.69278     -40.74838      0.03300      0.01137
  973.09205     -21.67235     -40.72795      0.00629      0.01031
  973.11249     -21.65191     -40.70751      0.00812      0.00986
  973.13292     -21.63148     -40.68708      0.00792      0.01002
  973.15335     -21.61105     -40.66665      0.02491      0.01157
  973.17379     -21.59061     -40.64621      0.00819      0.00984
  973.19422     -21.57018     -40.62578      0.00504      0.01044
  973.21465     -21.54975     -40.60535     -0.02433      0.01016
  973.23509     -21.52931     -40.58491      0.00090      0.01081
  973.25552     -21.50888     -40.56448     -0.01245      0.01109
  973.27595     -21.48845     -40.54405      0.00889      0.01042
  973.29639     -21.46801     -40.52361      0.02431      0.01128
  973.31682     -21.44758     -40.50318      0.00357      0.00993
  973.33725     -21.42715     -40.48275      0.01413      0.01037
  973.35768     -21.40672     -40.46232      0.01330      0.01097
  973.37812     -21.38628     -40.44188      0.01642      0.01032
  973.39855     -21.36585     -40.42145      0.00112      0.01067
  973.41898     -21.34542     -40.40102      0.01675      0.01007
  973.43942     -21.32498     -40.38058      0.02126      0.01065
  973.45985     -21.30455     -40.36015      0.02165      0.01193
  973.48028     -21.28412     -40.33972      0.01686      0.01078
  973.50072     -21.26368     -40.31928      0.01019      0.01000
  973.52115     -21.24325     -40.29885      0.02084      0.01026
  973.54158     -21.22282     -40.27842     -0.00613      0.01036
  973.56202     -21.20238     -40.25798      0.00122      0.01047
  973.58245     -21.18195     -40.23755     -0.00985      0.00984
  973.60288     -21.16152     -40.21712      0.01324      0.01022
  973.62332     -21.14108     -40.19668      0.00592      0.00999
  973.64375     -21.12065     -40.17625      0.03913      0.01135
  973.66418     -21.10022     -40.15582      0.03813      0.01127
  973.68462     -21.07978     -40.13538     -0.00341      0.01052
  973.70505     -21.05935     -40.11495      0.00814      0.01053
  973.72548     -21.03892     -40.09452      0.02710      0.01153
  973.74592     -21.01848     -40.07408      0.01224      0.01239
  973.76635     -20.99805     -40.05365     -0.00397      0.01008
  973.78678     -20.97762     -40.03322     -0.00128      0.00986
  973.80722     -20.95718     -40.01278      0.02110      0.01062
  973.82765     -20.93675     -39.99235      0.00457      0.01094
  973.84808     -20.91632     -39.97192      0.00059      0.01011
  973.86852     -20.89588     -39.95148      0.02577      0.01072
  973.88895     -20.87545     -39.93105      0.01671      0.01049
  973.90938     -20.85502     -39.91062      0.01491      0.01026
  973.92982     -20.83458     -39.89018      0.00551      0.01194
  973.95025     -20.81415     -39.86975     -0.01484      0.01110
  973.97068     -20.79372     -39.84932      0.01380      0.01262
  973.99112     -20.77328     -39.82888      0.02029      0.01097
  974.01155     -20.75285     -39.80845      0.02210      0.01068
  974.03198     -20.73242     -39.78802      0.01634      0.01092
  974.05241     -20.71199     -39.76759      0.01338      0.01107
  974.07285     -20.69155     -39.74715      0.00323      0.01084
  974.09328     -20.67112     -39.72672      0.02330      0.01017
  974.11371     -20.65069     -39.70629      0.02262      0.01084
  974.13415     -20.63025     -39.68585      0.00404      0.01026
  974.15458     -20.60982     -39.66542      0.00613      0.01014
  974.17501     -20.58939     -39.64499      0.01874      0.01025
  974.19545     -20.56895     -39.62455     -0.00427      0.01016
  974.21588     -20.54852     -39.60412      0.01591      0.01005
  974.23631     -20.52809     -39.58369      0.00637      0.01006
  974.25675     -20.50765     -39.56325      0.02546      0.01131
  974.27718     -20.48722     -39.54282     -0.00662      0.01033
  974.29761     -20.46679     -39.52239      0.01610      0.01054
  974.31805     -20.44635     -39.50195      0.01895      0.01087
  974.33848     -20.42592     -39.48152     -0.00374      0.00998
  974.35891     -20.40549     -39.46109      0.00995      0.01034
  974.37935     -20.38505     -39.44065     -0.00564      0.01183
  974.39978     -20.36462     -39.42022     -0.00025      0.01091
  974.42021     -20.34419     -39.39979     -0.00264      0.01002
  974.44065     -20.32375     -39.37935      0.00687      0.01066
  974.46108     -20.30332     -39.35892      0.00274      0.00986
  974.48151     -20.28289     -39.33849     -0.00159      0.00984
  974.50195     -20.26245     -39.31805     -0.00663      0.01081
  974.52238     -20.24202     -39.29762      0.01515      0.01048
  974.54281     -20.22159     -39.27719      0.00483      0.01445
  974.56325     -20.20115     -39.25675      0.00689      0.01147
  974.58368     -20.18072     -39.23632     -0.00377      0.01057
  974.60411     -20.16029     -39.21589     -0.00134      0.01000
  974.62455     -20.13985     -39.19545     -0.00424      0.01006
  974.64498     -20.11942     -39.17502      0.01002      0.01011
  974.66541     -20.09899     -39.15459      0.01280      0.01007
  974.68584     -20.07856     -39.13416     -0.00590      0.01042
  974.70628     -20.05812     -39.11372     -0.00628      0.01000
  974.72671     -20.03769     -39.09329     -0.00014      0.01003
  974.74714     -20.01726     -39.07286      0.00384      0.01050
  974.76758     -19.99682     -39.05242      0.03207      0.01047
  974.78801     -19.97639     -39.03199      0.02390      0.01134
  974.80844     -19.95596     -39.01156      0.00933      0.01093
  974.82888     -19.93552     -38.99112     -0.00446      0.01100
  974.84931     -19.91509     -38.97069      0.02522      0.01082
  974.86974     -19.89466     -38.95026     -0.01408      0.01064
  974.89018     -19.87422     -38.92982     -0.00164      0.01021
  974.91061     -19.85379     -38.90939      0.01514      0.01200
  974.93104     -19.83336     -38.88896     -0.00790      0.01090
  974.95148     -19.81292     -38.86852     -0.00051      0.01148
  974.99234     -19.77206     -38.82766      0.02662      0.01233
  975.01278     -19.75162     -38.80722      0.00125      0.01020
  975.03321     -19.73119     -38.78679      0.01321      0.01121
  975.05364     -19.71076     -38.76636      0.00210      0.01039
  975.07408     -19.69032     -38.74592      0.01164      0.01085
  975.09451     -19.66989     -38.72549      0.01511      0.01091
  975.11494     -19.64946     -38.70506     -0.00936      0.00980
  975.13538     -19.62902     -38.68462     -0.01164      0.01068
  975.15581     -19.60859     -38.66419      0.02495      0.01003
  975.17624     -19.58816     -38.64376      0.02530      0.01096
  975.19668     -19.56772     -38.62332     -0.00143      0.01007
  975.21711     -19.54729     -38.60289      0.01251      0.01050
  975.23754     -19.52686     -38.58246     -0.02478      0.01075
  975.27841     -19.48599     -38.54159      0.01187      0.01036
  975.29884     -19.46556     -38.52116      0.00387      0.01034
  975.31927     -19.44513     -38.50073      0.03322      0.01084
  975.33971     -19.42469     -38.48029     -0.00604      0.00985
  975.36014     -19.40426     -38.45986      0.00990      0.01065
  975.38057     -19.38383     -38.43943      0.01091      0.01088
  975.40101     -19.36339     -38.41899     -0.00010      0.00992
  975.42144     -19.34296     -38.39856     -0.00566      0.01011
  975.44187     -19.32253     -38.37813      0.00290      0.01027
  975.46231     -19.30209     -38.35769      0.01660      0.01255
  975.48274     -19.28166     -38.33726     -0.00975      0.01024
  975.50317     -19.26123     -38.31683     -0.00408      0.01031
  975.52361     -19.24079     -38.29639     -0.00769      0.01053
  975.54404     -19.22036     -38.27596      0.00404      0.00990
  975.56447     -19.19993     -38.25553     -0.00202      0.01002
  975.58491     -19.17949     -38.23509      0.00617      0.01117
  975.60534     -19.15906     -38.21466     -0.00282      0.01055
  975.62577     -19.13863     -38.19423     -0.00459      0.00983
  975.64621     -19.11819     -38.17379     -0.01036      0.00997
  975.66664     -19.09776     -38.15336      0.00204      0.01096
  975.68707     -19.07733     -38.13293      0.00339      0.01041
  975.70751     -19.05689     -38.11249      0.01096      0.01280
  975.72794     -19.03646     -38.09206      0.01566      0.01034
  975.74837     -19.01603     -38.07163      0.00906      0.01081
  975.76881     -18.99559     -38.05119      0.01468      0.01026
